state	numMuts	posterior_for_Delphy	prior	likelihood_really_logG	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	apobec3.clock.rate	non_apobec3.clock.rate	coalescent.all	
213900000	943	-236041	42529.1	-278571	7.86451	2015.55	140.607	31.6103	0.379663	0.000114775	6.82565e-06	-594.414	
214000000	943	-236013	42531.9	-278545	7.72306	2015.69	136.66	24.9104	0.326619	0.000116881	7.64999e-06	-591.802	
214100000	943	-235933	42550.9	-278484	7.38019	2016.03	127.584	25.5698	0.328955	0.000127365	7.2067e-06	-572.807	
214200000	943	-235950	42547.2	-278497	7.21598	2016.2	129.814	24.3857	0.30516	0.000134108	6.96626e-06	-576.498	
214300000	943	-235998	42540.7	-278539	7.59787	2015.82	135.928	34.2901	0.400234	0.000121981	6.9678e-06	-582.702	
214400000	943	-236009	42534.7	-278544	7.13686	2016.28	136.128	35.7915	0.415543	0.000124021	8.19705e-06	-588.637	
214500000	943	-235956	42547.7	-278504	7.10694	2016.31	130.644	29.3461	0.388539	0.000134894	7.04776e-06	-575.895	
214600000	943	-235953	42548.6	-278502	7.27226	2016.14	130.681	27.2276	0.382462	0.000126943	6.74696e-06	-575.003	
214700000	943	-235930	42551.7	-278482	6.86244	2016.55	127.951	38.9383	0.453343	0.000128501	7.30648e-06	-571.595	
214800000	943	-235929	42554.1	-278483	6.85313	2016.56	128.11	34.493	0.428996	0.000125232	7.17968e-06	-569.279	
214900000	943	-235937	42548.8	-278486	6.86034	2016.55	128.452	26.591	0.34385	0.000131075	7.4791e-06	-574.858	
215000000	943	-235918	42557.6	-278475	6.95748	2016.46	127.123	24.3734	0.385174	0.000126175	7.56123e-06	-566.094	
215100000	943	-235976	42540.1	-278516	6.87566	2016.54	132.544	26.3529	0.342772	0.000116325	6.43635e-06	-583.567	
215200000	943	-235914	42556.9	-278471	7.35662	2016.06	126.426	31.8478	0.427992	0.000124869	7.05913e-06	-566.558	
215300000	943	-235882	42568.8	-278451	7.01899	2016.39	123.707	31.7634	0.443358	0.000131649	6.60986e-06	-554.637	
215400000	943	-235930	42553.6	-278484	6.99336	2016.42	127.891	26.4419	0.403075	0.000136607	6.70595e-06	-570.069	
215500000	943	-235914	42551.7	-278466	6.67703	2016.74	125.807	29.0221	0.417702	0.000129069	7.4836e-06	-571.843	
215600000	943	-235910	42555.5	-278466	6.79218	2016.62	125.785	30.2534	0.408454	0.000133108	7.73862e-06	-568	
215700000	943	-235935	42548.7	-278484	7.09945	2016.31	127.991	28.1034	0.420332	0.000128972	6.40768e-06	-574.853	
215800000	943	-235912	42555.9	-278467	6.90987	2016.5	126.067	34.0917	0.472559	0.000129435	7.63163e-06	-567.455	
215900000	943	-235942	42555.9	-278498	7.48033	2015.93	130.209	30.3648	0.431892	0.000123401	7.20813e-06	-567.632	
216000000	943	-236022	42532.3	-278554	7.20485	2016.21	137.961	35.3863	0.46097	0.000113932	6.12972e-06	-591.072	
216100000	943	-236047	42529	-278576	7.36184	2016.05	141.099	39.1047	0.428456	0.000109173	5.98909e-06	-594.219	
216200000	943	-236053	42530.1	-278583	7.54153	2015.87	142.488	38.2379	0.440226	0.000114674	6.55734e-06	-593.211	
216300000	943	-236038	42532.9	-278571	7.08688	2016.33	140.645	37.1347	0.4181	0.000118324	6.48114e-06	-590.452	
216400000	943	-235969	42542.1	-278511	7.1884	2016.23	132.017	38.5335	0.493313	0.000124018	7.00046e-06	-581.169	
216500000	943	-235955	42545.7	-278501	6.96909	2016.44	130.52	21.9462	0.279258	0.000122487	6.82966e-06	-578.113	
216600000	943	-235995	42534	-278529	7.10923	2016.3	134.528	37.3271	0.39124	0.000121554	7.01468e-06	-589.314	
216700000	943	-235914	42558	-278472	7.1392	2016.27	126.519	25.4025	0.370635	0.00012377	7.91032e-06	-565.697	
216800000	943	-235971	42542.1	-278513	7.18986	2016.22	132.312	27.7347	0.381741	0.000122733	6.83378e-06	-581.5	
216900000	943	-235958	42547	-278505	7.73001	2015.68	130.968	25.2871	0.387223	0.000124934	6.44462e-06	-576.725	
217000000	943	-236016	42534.4	-278550	7.04347	2016.37	137.073	31.272	0.39025	0.0001207	5.545e-06	-589.075	
217100000	943	-235980	42545.2	-278525	7.07847	2016.34	133.593	26.8407	0.331747	0.000130673	7.46918e-06	-578.446	
217200000	943	-235970	42546.6	-278517	7.85872	2015.55	132.822	26.7954	0.37871	0.000118667	7.30321e-06	-577.002	
217300000	943	-235924	42549.1	-278473	6.9981	2016.42	126.502	21.8777	0.337461	0.000134031	6.40362e-06	-574.793	
217400000	943	-235910	42556.1	-278467	7.29075	2016.12	125.821	28.7553	0.418244	0.000130271	6.77118e-06	-567.447	
217500000	943	-235864	42567.3	-278432	7.21622	2016.2	121.207	21.4105	0.359799	0.000137585	8.16598e-06	-556.517	
217600000	943	-235849	42569.8	-278419	7.17084	2016.24	119.489	20.5839	0.338106	0.000128987	7.13013e-06	-554.075	
217700000	943	-235841	42572.4	-278414	7.32668	2016.09	119.057	26.1998	0.433655	0.000132841	7.77497e-06	-551.31	
217800000	943	-235799	42581.1	-278380	7.10436	2016.31	114.759	18.0536	0.353369	0.000146859	7.51935e-06	-542.926	
217900000	944	-235909	42558.7	-278468	7.23245	2016.18	124.143	25.2477	0.394275	0.000125202	7.67899e-06	-564.967	
218000000	944	-235863	42565.5	-278429	6.88396	2016.53	119.039	20.7436	0.337164	0.000132045	7.27903e-06	-558.434	
218100000	943	-235780	42588.5	-278369	7.07156	2016.34	113.5	24.8102	0.386695	0.000142986	7.83334e-06	-535.238	
218200000	943	-235857	42566	-278423	7.18728	2016.23	120.14	25.7673	0.401163	0.000141189	8.34733e-06	-557.676	
218300000	943	-235822	42579.1	-278401	7.13876	2016.27	117.436	27.5766	0.399263	0.000140224	7.86937e-06	-544.476	
218400000	943	-235778	42582.2	-278361	6.74894	2016.66	112.427	25.793	0.423633	0.000142827	7.41116e-06	-541.527	
218500000	943	-235825	42574.6	-278399	7.33946	2016.07	117.232	18.1089	0.319876	0.000139726	7.63694e-06	-549.436	
218600000	943	-235878	42562.6	-278440	7.22189	2016.19	122.435	25.9507	0.342525	0.000138017	7.67832e-06	-561.094	
218700000	943	-235889	42560.5	-278449	7.28332	2016.13	123.08	22.654	0.357586	0.000145692	7.68852e-06	-563.269	
218800000	944	-235845	42579.5	-278425	7.3966	2016.02	118.615	24.1617	0.423654	0.000137476	7.28783e-06	-544.283	
218900000	944	-235835	42577	-278412	6.82217	2016.59	117.082	21.6931	0.356156	0.000133424	7.98388e-06	-546.834	
219000000	943	-235904	42554.3	-278458	7.1879	2016.23	124.662	26.8358	0.368932	0.000135691	7.18248e-06	-569.367	
219100000	943	-235875	42558.2	-278433	7.35025	2016.06	121.325	25.5808	0.332313	0.000132802	8.84708e-06	-565.477	
219200000	943	-235891	42559.9	-278451	7.12704	2016.29	123.721	21.9055	0.314503	0.000127995	7.99326e-06	-563.936	
219300000	943	-235921	42549.4	-278470	6.92551	2016.49	126.319	27.5884	0.372303	0.000133725	7.19132e-06	-574.17	
219400000	943	-235877	42562.2	-278440	7.28726	2016.13	122.09	26.5958	0.393158	0.000142786	7.96653e-06	-561.472	
219500000	943	-235867	42565.8	-278432	7.34179	2016.07	121.356	20.3185	0.312268	0.000133985	8.40124e-06	-558.152	
219600000	943	-235981	42538.6	-278519	7.49275	2015.92	133.059	21.7272	0.29363	0.000116075	7.11965e-06	-585.219	
219700000	943	-235917	42556.7	-278474	7.64153	2015.77	126.893	23.0894	0.320752	0.000125081	7.75779e-06	-567.122	
219800000	943	-236013	42532.4	-278545	7.54105	2015.87	136.906	35.1324	0.399267	0.000117236	6.58909e-06	-590.965	
219900000	943	-235935	42545.9	-278481	7.52995	2015.88	127.695	27.4106	0.341361	0.000132091	7.6732e-06	-577.744	
220000000	943	-235842	42568.4	-278410	7.09435	2016.32	118.512	27.8781	0.427492	0.000142712	7.87254e-06	-555.229	
220100000	943	-235932	42546.9	-278479	6.9851	2016.43	127.584	35.3591	0.431881	0.000127999	7.27018e-06	-576.469	
220200000	943	-235837	42569.1	-278406	6.8103	2016.6	118.071	25.8098	0.353341	0.000137129	8.38819e-06	-554.546	
220300000	943	-235849	42568.5	-278417	6.82605	2016.59	119.461	27.7896	0.415103	0.0001322	7.8902e-06	-555.101	
220400000	943	-235921	42552.2	-278473	6.72437	2016.69	126.481	30.5561	0.395438	0.000120098	8.27954e-06	-571.307	
220500000	943	-235911	42553.1	-278465	7.18759	2016.23	125.629	32.4596	0.413516	0.000129027	6.87385e-06	-570.337	
220600000	943	-236005	42534.4	-278539	7.1247	2016.29	135.837	29.8384	0.355951	0.000113666	7.36915e-06	-589.163	
220700000	943	-235964	42546.5	-278510	6.88548	2016.53	131.806	22.6356	0.322765	0.000127111	6.87907e-06	-577.346	
220800000	943	-235992	42531.2	-278523	7.21628	2016.2	133.701	17.3288	0.276822	0.000117102	7.08696e-06	-592.911	
220900000	943	-235939	42551.1	-278490	7.32742	2016.09	129.17	31.868	0.434296	0.000125231	7.22886e-06	-572.32	
221000000	943	-235951	42547.3	-278498	7.30769	2016.11	130.133	27.757	0.384513	0.00012924	7.15494e-06	-576.299	
221100000	943	-235947	42548.8	-278496	7.21354	2016.2	129.871	36.2458	0.435025	0.000124624	6.63738e-06	-574.531	
221200000	943	-235966	42546.6	-278512	7.32202	2016.09	131.782	27.3346	0.388928	0.000123201	5.82283e-06	-577.012	
221300000	943	-235946	42548.1	-278494	6.87095	2016.54	129.595	24.8904	0.35968	0.000124364	6.82125e-06	-575.588	
221400000	943	-236018	42533	-278551	7.0313	2016.38	137.49	28.726	0.331346	0.000122253	7.68184e-06	-590.605	
221500000	943	-235970	42544.7	-278515	7.15201	2016.26	132.337	27.0318	0.418771	0.000115443	6.85512e-06	-578.939	
221600000	943	-236011	42533.9	-278545	6.96762	2016.45	136.762	28.263	0.392247	0.000123513	7.31948e-06	-589.687	
221700000	943	-236059	42527.6	-278587	7.18639	2016.23	143.029	39.9959	0.442553	0.000113538	7.09883e-06	-595.671	
221800000	943	-235996	42541.5	-278538	7.30116	2016.11	135.619	32.6008	0.392775	0.000119322	6.10696e-06	-581.948	
221900000	943	-236034	42526.2	-278561	7.16987	2016.24	139.008	27.5068	0.336697	0.0001121	6.51305e-06	-597.369	
222000000	943	-235987	42542.6	-278530	7.12416	2016.29	133.957	29.1761	0.364751	0.000112936	5.68388e-06	-580.994	
222100000	943	-236007	42535.7	-278543	7.45329	2015.96	136.422	26.6081	0.351433	0.000113439	6.67237e-06	-587.949	
222200000	944	-235986	42545.8	-278532	7.25132	2016.16	132.762	24.9776	0.329174	0.000127059	7.687e-06	-577.951	
222300000	943	-235931	42550.1	-278481	7.25228	2016.16	127.876	20.2245	0.300291	0.000126238	7.23502e-06	-573.85	
222400000	943	-235957	42543.5	-278500	7.14847	2016.27	130.505	25.1174	0.345947	0.000126277	6.90137e-06	-580.171	
222500000	944	-235955	42547.5	-278503	7.35915	2016.05	128.171	24.502	0.300952	0.000124765	5.63389e-06	-576.21	
222600000	943	-235928	42549.1	-278477	6.87452	2016.54	127.318	20.6686	0.280471	0.000127744	7.73336e-06	-574.769	
222700000	944	-235914	42558.5	-278473	7.34365	2016.07	124.744	20.5118	0.296871	0.000125911	8.02032e-06	-565.427	
222800000	943	-235945	42549.6	-278495	7.83382	2015.58	129.548	30.1054	0.3979	0.000131554	7.02018e-06	-573.875	
222900000	943	-235941	42543.5	-278485	7.04389	2016.37	128.375	32.7673	0.417063	0.000126645	6.98141e-06	-579.931	
223000000	943	-235897	42560.9	-278458	7.15304	2016.26	124.813	31.2953	0.428535	0.000131046	7.19323e-06	-562.611	
223100000	943	-235896	42558.2	-278455	6.83293	2016.58	124.099	25.2018	0.405011	0.000122082	7.41732e-06	-565.482	
223200000	943	-235939	42553.9	-278493	6.96552	2016.45	129.454	40.4934	0.497624	0.000124766	7.57724e-06	-569.306	
223300000	943	-235916	42556.7	-278473	7.14187	2016.27	126.747	22.6888	0.37498	0.00012465	7.05499e-06	-567.081	
223400000	943	-235981	42541.7	-278523	7.3906	2016.02	133.701	29.5586	0.440735	0.000124052	6.97894e-06	-581.811	
223500000	943	-235952	42550.9	-278503	7.25172	2016.16	130.792	24.0829	0.358656	0.000123837	7.99215e-06	-572.848	
223600000	943	-235977	42540.4	-278518	7.29505	2016.12	132.874	23.4287	0.318489	0.000125296	6.73287e-06	-583.366	
223700000	943	-235947	42550.8	-278498	7.40104	2016.01	129.916	28.9544	0.374327	0.000123723	6.063e-06	-572.77	
223800000	943	-235941	42551.4	-278492	7.65658	2015.76	129.132	30.7485	0.386855	0.000119647	6.31905e-06	-572.098	
223900000	943	-235929	42554.2	-278483	7.11566	2016.3	128.102	24.9192	0.366963	0.000123773	6.73057e-06	-569.532	
224000000	943	-235943	42550.1	-278493	7.30119	2016.11	129.406	28.0467	0.367419	0.00012256	7.7878e-06	-573.481	
224100000	943	-235918	42554.9	-278473	7.05828	2016.36	126.62	30.1338	0.38486	0.000121596	7.72134e-06	-568.594	
224200000	944	-235954	42550.6	-278505	7.22187	2016.19	129.155	30.6074	0.402999	0.000123932	6.92941e-06	-572.918	
224300000	944	-235976	42546.8	-278523	7.48892	2015.92	131.566	26.6065	0.346852	0.000120691	6.49411e-06	-576.847	
224400000	943	-235950	42550.7	-278501	7.6528	2015.76	130.345	27.683	0.35198	0.000120338	8.23324e-06	-572.878	
224500000	943	-235880	42561.3	-278441	6.97214	2016.44	122.508	28.3417	0.421224	0.000133839	8.18232e-06	-562.276	
224600000	943	-235874	42564.6	-278438	7.16692	2016.25	122.192	28.7239	0.427313	0.000129611	7.4116e-06	-558.948	
224700000	943	-235897	42562.4	-278460	7.18212	2016.23	125.054	26.513	0.393907	0.000130364	7.36562e-06	-561.242	
224800000	943	-235914	42554.2	-278468	7.19565	2016.22	126.092	24.4683	0.350991	0.000124446	7.02205e-06	-569.523	
224900000	943	-235922	42554.9	-278477	7.31247	2016.1	127.268	20.5217	0.325353	0.000131835	7.52158e-06	-568.99	
225000000	943	-235898	42561.1	-278459	7.30559	2016.11	124.947	33.8408	0.49752	0.000127247	7.63218e-06	-562.331	
225100000	943	-235893	42560.9	-278454	7.30156	2016.11	124.135	27.5075	0.392611	0.0001258	7.72561e-06	-562.737	
225200000	943	-235913	42551.7	-278465	6.87556	2016.54	125.558	33.4935	0.420674	0.000125546	7.00555e-06	-571.678	
225300000	943	-235941	42552.8	-278494	7.01394	2016.4	128.85	33.3788	0.476289	0.000118652	7.11307e-06	-570.592	
225400000	943	-235918	42557.5	-278475	7.33089	2016.08	126.966	28.3819	0.403193	0.000127484	6.59539e-06	-566.1	
225500000	943	-235867	42562.4	-278430	7.12922	2016.28	120.985	27.4599	0.360693	0.000127814	7.30492e-06	-561.243	
225600000	943	-235831	42575.5	-278406	7.09362	2016.32	117.478	30.3617	0.409726	0.000139256	7.57713e-06	-548.012	
225700000	943	-235872	42565.9	-278438	7.28473	2016.13	122.036	25.1934	0.345301	0.000138818	7.62535e-06	-557.828	
225800000	945	-235915	42563.5	-278479	7.13393	2016.28	123.171	25.3451	0.37933	0.000131909	7.28758e-06	-560.176	
225900000	944	-235912	42561	-278473	7.45648	2015.96	124.791	29.7706	0.420817	0.000126217	8.11468e-06	-562.54	
226000000	944	-235965	42547.5	-278513	6.92669	2016.49	130.32	32.7213	0.449577	0.000124686	7.34679e-06	-575.975	
226100000	944	-235964	42548.8	-278513	7.42995	2015.98	130.166	35.5169	0.417793	0.000128987	7.58917e-06	-574.594	
226200000	943	-235984	42541.4	-278526	7.22598	2016.19	133.357	32.7355	0.387709	0.00012254	6.79648e-06	-582.062	
226300000	943	-235973	42542.4	-278515	7.09171	2016.32	132.58	26.4872	0.344714	0.000122325	6.94386e-06	-581.275	
226400000	943	-235954	42546.2	-278500	7.29428	2016.12	130.451	26.7906	0.364104	0.000129484	6.95949e-06	-577.399	
226500000	943	-235932	42556.5	-278488	7.94822	2015.47	128.83	25.2739	0.360639	0.000129547	7.27922e-06	-567.242	
226600000	943	-235879	42566.9	-278446	7.47092	2015.94	123.203	21.537	0.379863	0.000131689	8.29695e-06	-556.977	
226700000	943	-235912	42555.8	-278468	7.09953	2016.31	126.036	26.742	0.392268	0.000128572	8.06973e-06	-567.802	
226800000	943	-235922	42547.4	-278469	6.79381	2016.62	126.275	31.7075	0.453293	0.000131254	7.95011e-06	-576.08	
226900000	943	-235896	42555.2	-278451	6.79543	2016.62	123.587	25.3889	0.374378	0.000142343	8.03426e-06	-568.447	
227000000	943	-235884	42561	-278445	7.18014	2016.23	123.041	21.8332	0.320439	0.000134033	7.27584e-06	-562.832	
227100000	943	-235886	42559.8	-278445	7.07301	2016.34	123.077	26.5314	0.382898	0.000134606	7.2651e-06	-563.874	
227200000	943	-235862	42567.9	-278430	7.12891	2016.28	120.913	24.0309	0.373113	0.000127677	7.01348e-06	-555.87	
227300000	943	-235845	42573	-278418	7.138	2016.28	119.28	24.1543	0.400028	0.000126708	7.26916e-06	-550.724	
227400000	943	-235850	42567.3	-278417	6.65632	2016.76	119.545	28.1564	0.423307	0.000137643	7.90232e-06	-556.289	
227500000	944	-235855	42572	-278427	6.7597	2016.65	118.799	20.1079	0.361072	0.00013207	6.94918e-06	-551.925	
227600000	943	-235832	42566	-278398	6.70239	2016.71	117.075	32.7256	0.433871	0.000138369	8.45686e-06	-557.437	
227700000	943	-235849	42569	-278418	6.89145	2016.52	119.441	25.7721	0.375361	0.00014323	7.5295e-06	-554.652	
227800000	944	-235934	42554	-278488	7.02847	2016.39	126.828	34.2568	0.447537	0.000130403	7.69107e-06	-569.357	
227900000	943	-235860	42571.4	-278431	7.21749	2016.2	120.989	27.755	0.467458	0.000142702	7.17342e-06	-552.222	
228000000	943	-235902	42557.3	-278459	7.02483	2016.39	124.892	32.5375	0.44831	0.000131187	7.88573e-06	-566.192	
228100000	944	-235978	42545.2	-278523	7.50092	2015.91	131.632	24.2552	0.374578	0.000125628	7.27427e-06	-578.582	
228200000	944	-235974	42547.7	-278522	7.46077	2015.95	131.327	33.7277	0.416279	0.00011678	7.043e-06	-575.75	
228300000	943	-235945	42549.9	-278495	7.03804	2016.38	129.507	21.3297	0.347877	0.000128113	6.09039e-06	-574.016	
228400000	943	-235951	42548.3	-278500	7.49067	2015.92	130.054	29.6163	0.382003	0.00012819	5.98957e-06	-575.27	
228500000	944	-235995	42542.5	-278538	7.44608	2015.97	133.638	24.5485	0.332788	0.000118536	7.53426e-06	-581.238	
228600000	945	-235954	42554.4	-278508	7.13471	2016.28	127.62	26.0888	0.336496	0.00013237	7.14644e-06	-569.23	
228700000	944	-236039	42531.4	-278571	7.25562	2016.16	138.538	33.0457	0.377811	0.000120996	7.10943e-06	-592.021	
228800000	943	-235992	42542	-278534	7.42615	2015.99	134.866	28.4745	0.376762	0.000128698	6.23186e-06	-581.538	
228900000	943	-235925	42556.3	-278482	7.2748	2016.14	127.855	24.3433	0.39212	0.000123915	6.80024e-06	-567.401	
229000000	943	-235921	42557.4	-278478	7.03295	2016.38	127.411	27.3501	0.399677	0.000122128	7.48491e-06	-566.268	
229100000	943	-235930	42551.3	-278481	6.78155	2016.63	127.828	30.1989	0.391595	0.000121961	7.55286e-06	-572.189	
229200000	943	-235940	42552.6	-278492	7.7093	2015.7	128.634	27.7142	0.359633	0.000130877	6.87501e-06	-571.03	
229300000	943	-235959	42545.1	-278504	7.25104	2016.16	130.858	26.1016	0.341588	0.00013103	6.50844e-06	-578.539	
229400000	944	-235962	42546.5	-278508	7.35821	2016.06	129.165	29.1452	0.390223	0.000115874	6.46434e-06	-577.09	
229500000	943	-236038	42529.5	-278568	7.63794	2015.78	140.08	28.1352	0.384079	0.000117606	6.06927e-06	-594.071	
229600000	943	-235962	42544.6	-278507	7.34324	2016.07	131.258	28.0496	0.343461	0.000128578	7.19708e-06	-578.992	
229700000	943	-235919	42553.2	-278472	6.79593	2016.62	126.636	31.966	0.429966	0.000125651	7.58318e-06	-570.248	
229800000	943	-235932	42552.3	-278485	7.41231	2016	128.266	30.2582	0.396463	0.000125477	6.52921e-06	-571.212	
229900000	943	-235895	42556.2	-278452	6.78245	2016.63	123.859	30.2818	0.443629	0.00013144	6.99982e-06	-567.299	
230000000	943	-235913	42554.5	-278467	6.61718	2016.8	125.991	26.6238	0.374235	0.000125601	7.56036e-06	-569.184	
230100000	943	-235973	42541.1	-278514	7.5264	2015.89	132.457	27.8704	0.380834	0.000122479	7.25729e-06	-582.542	
230200000	943	-235909	42553.6	-278463	7.20511	2016.21	125.401	31.1137	0.369663	0.000128072	7.55075e-06	-569.884	
230300000	943	-235888	42563.1	-278451	7.24871	2016.16	123.774	25.8716	0.372779	0.000132558	8.1084e-06	-560.541	
230400000	943	-235859	42568	-278427	7.13456	2016.28	120.464	27.1017	0.421509	0.000126041	8.01434e-06	-555.606	
230500000	943	-235954	42545.8	-278500	7.45035	2015.96	130.302	31.8317	0.454367	0.000129387	6.96465e-06	-577.694	
230600000	943	-235884	42557.6	-278442	7.26507	2016.15	122.638	25.6408	0.373913	0.00013604	7.65346e-06	-566.039	
230700000	943	-235792	42579.4	-278371	6.87517	2016.54	113.588	18.3868	0.335115	0.000140996	7.09371e-06	-544.63	
230800000	943	-235919	42549.5	-278468	7.24404	2016.17	126.118	28.4366	0.392757	0.000132514	7.66131e-06	-574.082	
230900000	943	-235890	42556.1	-278446	6.97439	2016.44	123.128	23.9925	0.314471	0.000136266	7.18516e-06	-567.646	
231000000	943	-235885	42563.3	-278448	6.96311	2016.45	123.218	21.3781	0.365747	0.000137477	8.50255e-06	-560.544	
231100000	943	-235852	42571.7	-278423	6.66114	2016.75	120.2	22.5605	0.384252	0.000139446	7.57066e-06	-552.151	
231200000	943	-235887	42562.3	-278449	6.93638	2016.48	123.502	22.9024	0.355668	0.000133875	6.85138e-06	-561.462	
231300000	943	-235914	42558.5	-278473	7.26172	2016.15	126.604	27.847	0.396985	0.000134158	7.00136e-06	-565.095	
231400000	943	-235949	42548.6	-278497	6.87891	2016.53	130.03	40.0196	0.458179	0.000127855	7.32684e-06	-574.588	
231500000	943	-235881	42564.1	-278445	6.96106	2016.45	122.891	22.9062	0.346532	0.0001373	8.05969e-06	-559.707	
231600000	943	-235951	42549	-278500	7.42641	2015.99	130.487	26.1788	0.339707	0.000127485	6.94906e-06	-574.688	
231700000	943	-235861	42567.5	-278429	7.37019	2016.04	120.789	23.1206	0.42799	0.000141864	8.14039e-06	-556.296	
231800000	943	-235874	42564.5	-278439	6.89215	2016.52	122.275	20.628	0.376749	0.00013625	7.65829e-06	-559.446	
231900000	943	-235792	42584	-278376	7.25262	2016.16	114.196	25.5782	0.403169	0.000149426	7.46695e-06	-539.667	
232000000	943	-235771	42585.7	-278357	6.91044	2016.5	112.068	21.3356	0.374209	0.000138608	7.93218e-06	-538.198	
232100000	944	-235841	42571.6	-278413	7.24715	2016.17	117.219	20.925	0.329914	0.000140402	8.08934e-06	-552.284	
232200000	945	-235908	42564.5	-278472	7.56368	2015.85	122.982	22.2989	0.387702	0.000131783	7.38387e-06	-559.322	
232300000	945	-235944	42557.4	-278501	7.03538	2016.38	126.549	26.2831	0.420346	0.000126238	8.441e-06	-566.297	
232400000	944	-235941	42554.4	-278495	7.08486	2016.33	127.864	32.793	0.455488	0.000125448	6.99417e-06	-569.08	
232500000	944	-235913	42557.8	-278471	7.13499	2016.28	124.586	31.1532	0.456172	0.000128674	7.70048e-06	-565.667	
232600000	944	-235866	42568.6	-278434	7.12133	2016.29	119.823	31.2632	0.42822	0.00013837	7.44811e-06	-554.922	
232700000	944	-235880	42562.9	-278443	6.73287	2016.68	120.916	23.5056	0.344329	0.00013365	7.965e-06	-560.874	
232800000	944	-235881	42563	-278444	6.78856	2016.63	121.132	24.9409	0.396662	0.000134335	7.99828e-06	-560.759	
232900000	944	-235857	42569	-278426	6.82012	2016.59	118.789	29.5894	0.431629	0.000139384	7.69261e-06	-554.496	
233000000	944	-235879	42563.7	-278443	6.98058	2016.43	120.936	24.8984	0.369923	0.000129216	7.58849e-06	-559.994	
233100000	944	-235988	42541.3	-278529	7.07475	2016.34	132.38	28.2589	0.37568	0.000116455	7.58832e-06	-582.335	
233200000	944	-235941	42550.7	-278492	7.22803	2016.19	127.427	27.8434	0.3666	0.000127924	7.09571e-06	-572.908	
233300000	944	-235905	42556.3	-278461	6.91309	2016.5	123.178	29.9186	0.388943	0.000123722	8.16856e-06	-567.268	
233400000	945	-235858	42571.1	-278429	7.09676	2016.32	117.388	18.6189	0.301862	0.000140285	8.31556e-06	-552.944	
233500000	943	-235867	42563.9	-278431	7.13509	2016.28	121.03	18.1612	0.278603	0.000139709	6.8139e-06	-560.111	
233600000	943	-235913	42552.5	-278465	7.15418	2016.26	125.368	25.7938	0.340391	0.00013689	6.56962e-06	-571.134	
233700000	943	-235963	42543.5	-278506	7.00744	2016.41	130.888	26.9591	0.336263	0.000134925	7.57835e-06	-580.164	
233800000	943	-235957	42552	-278509	7.40633	2016.01	130.955	27.8802	0.386929	0.00013862	7.11352e-06	-571.618	
233900000	943	-235890	42561.3	-278451	7.02816	2016.39	123.869	24.1613	0.392229	0.000133227	7.30807e-06	-562.467	
234000000	943	-235875	42561.9	-278437	6.76515	2016.65	121.918	22.5342	0.35611	0.000131566	7.14185e-06	-561.934	
234100000	943	-235847	42569.2	-278417	6.89943	2016.51	119.427	22.8994	0.391623	0.0001341	8.28732e-06	-554.561	
234200000	943	-235896	42555.2	-278452	7.14412	2016.27	123.848	21.6868	0.314548	0.000135443	7.09505e-06	-568.614	
234300000	943	-235929	42551.5	-278480	7.34999	2016.06	127.758	23.7377	0.322572	0.000124072	7.2654e-06	-572.229	
234400000	944	-235882	42565.9	-278447	6.95212	2016.46	121.549	25.6643	0.37091	0.000134824	7.85617e-06	-557.798	
234500000	944	-235820	42584.2	-278404	7.58018	2015.83	116.035	22.0975	0.364204	0.000139759	7.388e-06	-539.617	
234600000	945	-235923	42563.1	-278486	7.13458	2016.28	124.363	25.3495	0.399768	0.000141821	7.33404e-06	-560.609	
234700000	944	-235863	42576.3	-278439	7.08696	2016.33	120.385	25.0247	0.422439	0.000140294	7.60862e-06	-547.43	
234800000	943	-235922	42554.9	-278477	7.09118	2016.32	127.22	34.561	0.442216	0.000121094	7.06673e-06	-568.448	
234900000	943	-235981	42540.9	-278522	6.94659	2016.47	133.354	26.9739	0.359177	0.000125949	6.36474e-06	-582.685	
235000000	943	-236005	42533.9	-278539	7.04403	2016.37	135.795	38.9083	0.444809	0.000123521	7.20131e-06	-589.344	
235100000	943	-235987	42536.9	-278524	7.89219	2015.52	133.68	39.255	0.417766	0.00012322	6.38561e-06	-586.379	
235200000	943	-235906	42558	-278464	7.38264	2016.03	125.568	28.005	0.415695	0.000130033	7.28299e-06	-565.62	
235300000	943	-235832	42577.7	-278410	7.0552	2016.36	118.529	26.0546	0.427329	0.000131837	7.41295e-06	-545.935	
235400000	943	-235834	42570.4	-278404	7.03102	2016.38	117.828	25.0335	0.39333	0.000140052	8.58389e-06	-553.304	
235500000	943	-235903	42554.6	-278457	7.12406	2016.29	124.29	23.2882	0.364902	0.000131814	9.05571e-06	-569.198	
235600000	944	-235974	42541.2	-278515	7.88033	2015.53	130.578	27.4165	0.338862	0.000121798	7.51884e-06	-582.38	
235700000	944	-235970	42543.9	-278514	7.25202	2016.16	130.181	23.8915	0.347426	0.000116065	7.09405e-06	-579.849	
235800000	945	-236025	42531	-278557	6.99958	2016.41	134.342	38.0357	0.412354	0.000123422	6.568e-06	-592.259	
235900000	944	-235989	42544.8	-278534	7.245	2016.17	133.249	32.6124	0.433765	0.000122269	7.14819e-06	-578.622	
