state	numMuts	posterior_for_Delphy	prior	likelihood_really_logG	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	apobec3.clock.rate	non_apobec3.clock.rate	coalescent.all	
1600000	963	-236259	42551.9	-278811	7.24498	2016.17	126.6	28.7139	0.412137	0.00012777	8.63196e-06	-571.62	
1700000	963	-236290	42546	-278836	7.26509	2016.15	129.903	25.3625	0.343123	0.000122053	7.08498e-06	-577.744	
1800000	962	-236267	42546.3	-278814	7.50277	2015.91	128.963	33.2621	0.379932	0.000124388	7.69497e-06	-577.121	
1900000	961	-236266	42546	-278812	7.18954	2016.22	130.601	30.8243	0.387069	0.000120352	7.51723e-06	-577.532	
2000000	955	-236212	42541.9	-278754	7.09429	2016.32	134.419	28.7744	0.403761	0.00011759	7.28708e-06	-581.628	
2100000	955	-236218	42539.4	-278757	7.05464	2016.36	134.906	34.0805	0.429495	0.000119651	7.28721e-06	-584.005	
2200000	955	-236190	42544.3	-278734	6.86409	2016.55	131.551	36.6319	0.417832	0.000125892	8.15482e-06	-578.989	
2300000	955	-236105	42566.7	-278672	7.4389	2015.97	122.83	22.6165	0.404487	0.000131034	6.67083e-06	-557.144	
2400000	955	-236174	42550.4	-278724	7.34877	2016.06	130.098	25.492	0.334282	0.000118278	7.72101e-06	-573.34	
2500000	954	-236115	42558.6	-278674	7.57562	2015.84	126.042	24.0572	0.339946	0.000128646	7.86416e-06	-565.14	
2600000	953	-236099	42558.1	-278657	7.12411	2016.29	126.074	25.9175	0.391363	0.000122999	8.8848e-06	-565.568	
2700000	953	-236151	42541.7	-278693	6.92395	2016.49	131.099	24.3682	0.330925	0.000120809	7.2563e-06	-582.078	
2800000	952	-236123	42545.1	-278668	7.01379	2016.4	130.261	21.3505	0.302734	0.000123502	7.37042e-06	-578.728	
2900000	953	-236103	42555.5	-278658	7.15046	2016.26	126.981	20.6545	0.334543	0.000133618	8.01848e-06	-568.434	
3000000	951	-236014	42563.3	-278578	6.97099	2016.44	120.856	28.476	0.35475	0.000133624	7.89308e-06	-560.326	
3100000	951	-236054	42559	-278613	7.05216	2016.36	125.342	28.3167	0.384296	0.000134556	8.28251e-06	-564.634	
3200000	950	-236121	42539.2	-278660	7.39243	2016.02	134.383	26.5043	0.377455	0.000123312	7.07049e-06	-584.445	
3300000	951	-236071	42554.6	-278625	7.15254	2016.26	127.01	29.5622	0.404004	0.000128271	7.22021e-06	-568.894	
3400000	951	-236020	42566	-278586	6.89577	2016.52	122.451	32.7957	0.45228	0.000134519	7.79772e-06	-557.399	
3500000	950	-236036	42558.4	-278594	6.9592	2016.45	125.762	33.2521	0.488565	0.000122735	8.56101e-06	-565.064	
3600000	950	-236044	42554.6	-278599	7.22317	2016.19	126.612	29.1752	0.356934	0.000126999	7.4823e-06	-568.991	
3700000	950	-236070	42550.3	-278621	7.02712	2016.39	129.386	30.3944	0.391486	0.000133557	7.11007e-06	-573.188	
3800000	949	-236065	42543.4	-278608	7.04917	2016.36	130.359	33.1124	0.39108	0.000130265	7.56917e-06	-580.07	
3900000	947	-236062	42539.3	-278601	7.06509	2016.35	133.157	32.2536	0.409103	0.000131279	8.80234e-06	-584.193	
4000000	947	-236011	42549.7	-278561	7.27108	2016.14	127.96	30.6322	0.40127	0.000138381	6.74193e-06	-573.78	
4100000	945	-235972	42555.2	-278528	7.42344	2015.99	129.01	27.0554	0.391937	0.000125387	7.9759e-06	-568.389	
4200000	945	-235965	42554.6	-278519	7.39225	2016.02	127.71	22.2403	0.303683	0.000122005	8.32993e-06	-569.203	
4300000	944	-235942	42554	-278496	6.80885	2016.6	127.97	25.6374	0.348283	0.000129509	7.18502e-06	-569.683	
4400000	944	-235951	42550.5	-278502	6.82575	2016.59	128.756	31.5618	0.436843	0.000125669	7.03173e-06	-572.939	
4500000	943	-235903	42557.8	-278461	7.08123	2016.33	125.027	26.6606	0.378492	0.000134621	7.13295e-06	-565.88	
4600000	943	-235942	42549.4	-278492	7.09858	2016.32	129.153	26.2288	0.349257	0.000132684	7.50714e-06	-574.245	
4700000	943	-235958	42544.2	-278502	7.23614	2016.18	130.757	36.1906	0.467045	0.000120834	7.28101e-06	-579.109	
4800000	943	-235982	42538.6	-278520	7.24158	2016.17	133.094	28.5403	0.358483	0.000122681	8.08963e-06	-584.946	
4900000	943	-235955	42548.7	-278504	7.67728	2015.74	130.714	25.3403	0.365132	0.000126348	6.03929e-06	-574.998	
5000000	943	-235935	42549.7	-278485	7.17645	2016.24	127.912	22.9079	0.341287	0.000120504	6.15704e-06	-574.093	
5100000	945	-235957	42552.9	-278510	7.06622	2016.35	126.893	22.3078	0.346566	0.000121727	8.61855e-06	-570.912	
5200000	943	-235956	42546.9	-278503	7.38232	2016.03	130.828	26.5799	0.419381	0.000119025	7.02738e-06	-576.747	
5300000	943	-235901	42561.1	-278462	7.08455	2016.33	124.978	23.5389	0.37611	0.000133776	6.33683e-06	-562.651	
5400000	943	-235911	42557.1	-278468	7.12089	2016.29	125.931	30.8633	0.404992	0.000134643	6.69474e-06	-566.349	
5500000	943	-235919	42555.3	-278474	7.48599	2015.93	126.909	29.1408	0.409418	0.000123023	7.3165e-06	-568.216	
5600000	943	-235929	42552.5	-278482	6.91759	2016.5	127.927	33.4741	0.413804	0.000126741	6.81739e-06	-570.96	
5700000	943	-235921	42549.4	-278471	7.046	2016.37	126.289	29.815	0.36897	0.000133709	7.92891e-06	-574.142	
5800000	943	-235867	42568	-278435	7.15256	2016.26	121.734	24.3475	0.372684	0.000129776	8.21412e-06	-555.759	
5900000	943	-235883	42555.2	-278438	7.04173	2016.37	122.142	18.1687	0.216721	0.000130316	7.96154e-06	-568.806	
6000000	943	-235923	42554.9	-278478	7.57639	2015.84	127.263	26.1021	0.35847	0.000123088	8.08779e-06	-568.746	
6100000	943	-235870	42564.6	-278434	7.41621	2016	121.643	18.4516	0.300476	0.000135626	7.79983e-06	-559.417	
6200000	943	-235860	42566.2	-278426	7.09282	2016.32	120.619	22.1469	0.34891	0.000131529	7.96344e-06	-557.665	
6300000	943	-235904	42550.1	-278454	7.0219	2016.39	124.26	22.7117	0.330692	0.000130784	7.56994e-06	-573.695	
6400000	943	-235908	42553.8	-278461	6.90699	2016.51	125.24	34.1729	0.417199	0.000127527	7.07891e-06	-569.578	
6500000	943	-235866	42567.8	-278434	7.39657	2016.02	121.459	21.7679	0.38325	0.000143908	7.82103e-06	-556.079	
6600000	943	-235871	42565.8	-278436	7.1682	2016.25	121.785	21.8412	0.343944	0.000141811	7.8427e-06	-558.049	
6700000	943	-235936	42551.5	-278487	7.2234	2016.19	127.997	28.4292	0.383209	0.000125324	8.14773e-06	-572.11	
6800000	944	-235898	42561.1	-278460	7.1804	2016.23	122.829	28.7937	0.426416	0.000141548	8.1311e-06	-562.428	
6900000	943	-235856	42565.9	-278422	7.12284	2016.29	119.991	21.1958	0.348704	0.000129295	7.16594e-06	-557.948	
7000000	943	-235859	42567.9	-278427	6.88849	2016.53	120.64	24.83	0.383991	0.000132029	6.81126e-06	-555.792	
7100000	943	-235884	42562.9	-278447	7.06203	2016.35	123.304	31.4517	0.423329	0.000126529	7.40196e-06	-560.543	
7200000	943	-235871	42563.3	-278435	7.32567	2016.09	121.709	23.8345	0.33213	0.000131127	7.38674e-06	-560.468	
7300000	943	-235900	42555.8	-278456	7.00894	2016.4	124.463	25.7614	0.349066	0.000132431	7.77202e-06	-567.867	
7400000	943	-235918	42553.3	-278472	7.13884	2016.27	126.31	22.139	0.305113	0.000136617	6.68553e-06	-570.53	
7500000	943	-235877	42560.3	-278437	6.91984	2016.49	122.051	32.3538	0.432221	0.000133008	7.45934e-06	-563.186	
7600000	943	-235922	42551.6	-278473	6.83715	2016.58	126.764	28.0741	0.366408	0.000122133	7.78296e-06	-572.044	
7700000	943	-235900	42557.4	-278457	7.14457	2016.27	124.499	23.1246	0.360762	0.000137457	7.79942e-06	-566.371	
7800000	943	-235895	42555.8	-278450	6.92432	2016.49	123.531	22.7697	0.335727	0.000140952	7.67556e-06	-568.047	
7900000	943	-235968	42540.4	-278509	6.92407	2016.49	131.627	26.1365	0.33046	0.000128157	7.37864e-06	-583.26	
8000000	943	-235967	42546.8	-278514	7.50728	2015.91	132.116	24.4723	0.366327	0.000114064	7.64798e-06	-576.922	
8100000	943	-235973	42544.9	-278518	7.19543	2016.22	132.902	30.5794	0.380648	0.000118184	6.78294e-06	-578.642	
8200000	943	-235949	42546.6	-278495	7.03247	2016.38	129.746	29.7592	0.413008	0.000126619	6.82343e-06	-576.916	
8300000	944	-235973	42538.7	-278512	6.69026	2016.72	130.091	23.02	0.28861	0.000129046	7.61901e-06	-585.121	
8400000	943	-235851	42574.5	-278426	6.7921	2016.62	120.292	21.8165	0.34744	0.00012467	8.00402e-06	-549.34	
8500000	943	-235915	42553.2	-278468	6.86666	2016.55	126.125	22.5899	0.315619	0.000127817	7.18285e-06	-570.564	
8600000	943	-235924	42549.4	-278474	6.65888	2016.75	126.785	22.1369	0.309395	0.000133462	6.87337e-06	-574.434	
8700000	943	-235886	42562.8	-278449	6.77076	2016.64	123.579	28.2424	0.433291	0.000129903	7.61742e-06	-560.746	
8800000	943	-235877	42561.6	-278439	6.76309	2016.65	122.23	24.2382	0.367123	0.000137856	7.87379e-06	-562.189	
8900000	943	-235899	42557.3	-278456	6.84886	2016.56	124.313	25.2614	0.363728	0.000122558	7.41079e-06	-566.421	
9000000	943	-235957	42547.6	-278505	7.15674	2016.26	131.073	26.2937	0.355813	0.000127626	6.77414e-06	-576.09	
9100000	943	-235954	42548.5	-278502	7.35975	2016.05	130.816	30.308	0.409568	0.000121806	7.20031e-06	-575.017	
9200000	943	-235918	42556.8	-278475	7.11715	2016.3	127.041	21.3244	0.328277	0.000129648	7.22496e-06	-567.112	
9300000	943	-235954	42547.7	-278501	7.03428	2016.38	130.679	24.7023	0.344534	0.000122883	7.30044e-06	-576.021	
9400000	943	-235928	42551.1	-278479	7.01309	2016.4	127.428	33.7184	0.410549	0.000124837	6.48405e-06	-572.328	
9500000	943	-235857	42568.6	-278426	7.09103	2016.32	120.332	25.7946	0.403277	0.000144766	7.38732e-06	-555.126	
9600000	943	-235799	42578.7	-278378	6.58535	2016.83	114.614	23.9271	0.441333	0.000139288	7.85302e-06	-545.039	
9700000	943	-235842	42572.8	-278415	6.85191	2016.56	119.063	23.8341	0.414121	0.00013402	6.90294e-06	-550.961	
9800000	943	-235858	42568.5	-278426	7.10793	2016.31	120.135	32.5031	0.453428	0.000127108	6.41554e-06	-554.958	
9900000	943	-235897	42559.1	-278456	7.32143	2016.09	124.54	20.4839	0.320436	0.00012525	7.50018e-06	-564.812	
10000000	943	-235913	42552.1	-278466	7.52312	2015.89	125.781	30.543	0.401644	0.000130867	7.34622e-06	-571.436	
10100000	943	-235885	42557.2	-278443	7.00352	2016.41	122.754	22.1565	0.29081	0.000130833	7.86876e-06	-566.631	
10200000	943	-235866	42566.3	-278432	6.93649	2016.48	121.387	24.301	0.38176	0.000136811	7.76861e-06	-557.415	
10300000	943	-235914	42549.8	-278464	7.36292	2016.05	125.415	30.7366	0.432829	0.000122362	7.08627e-06	-573.663	
10400000	943	-235881	42562.6	-278444	6.7807	2016.63	122.85	26.3382	0.388483	0.000134841	7.82305e-06	-561.066	
10500000	944	-235946	42550.7	-278497	6.88882	2016.52	128.063	24.2783	0.334099	0.000127392	6.94784e-06	-572.999	
10600000	944	-235968	42546.4	-278514	7.00807	2016.41	130.418	31.5268	0.408464	0.000125564	7.72739e-06	-577.04	
10700000	944	-235903	42560.5	-278463	7.16151	2016.25	123.514	24.8662	0.355491	0.000135717	7.30496e-06	-563.253	
10800000	944	-235942	42549.3	-278491	7.28389	2016.13	127.111	32.3005	0.427207	0.000132269	8.20559e-06	-574.154	
10900000	943	-235908	42557.6	-278465	7.04095	2016.37	125.703	23.1829	0.338798	0.000132245	7.97155e-06	-566.195	
11000000	943	-235853	42569.6	-278423	6.70293	2016.71	120.018	26.4708	0.387344	0.000129151	7.11625e-06	-554.014	
11100000	943	-235896	42563	-278459	6.972	2016.44	124.792	20.9451	0.350098	0.000127382	6.84516e-06	-560.899	
11200000	943	-235901	42559.9	-278460	7.32879	2016.08	125.085	24.8973	0.404732	0.000128575	7.14489e-06	-563.789	
11300000	943	-235878	42566.9	-278445	7.78949	2015.62	122.943	22.4	0.369373	0.000136459	7.25898e-06	-556.915	
11400000	943	-235939	42554.2	-278493	7.07229	2016.34	129.368	24.9067	0.358628	0.000130041	7.58096e-06	-569.555	
11500000	943	-235929	42552.2	-278482	7.27539	2016.14	127.904	28.5234	0.367173	0.00012688	6.9179e-06	-571.333	
11600000	943	-236003	42532.2	-278535	7.02775	2016.39	135.26	24.618	0.33433	0.000116305	6.35165e-06	-591.563	
11700000	943	-235946	42549.2	-278495	7.14942	2016.26	129.475	35.2437	0.440516	0.000123855	8.50259e-06	-574.165	
11800000	943	-236012	42533.3	-278545	7.38028	2016.03	136.879	36.5831	0.432851	0.000119268	6.87937e-06	-590.055	
11900000	943	-235897	42558.6	-278456	6.87485	2016.54	124.393	24.4817	0.36269	0.000135338	7.70103e-06	-565.11	
12000000	943	-235898	42557.7	-278455	6.73151	2016.68	124.229	31.0265	0.427976	0.00012683	6.64835e-06	-565.757	
12100000	943	-235908	42558.1	-278466	7.09461	2016.32	125.757	25.1192	0.365418	0.000128935	7.16086e-06	-565.645	
12200000	944	-235913	42561.1	-278474	7.04901	2016.36	124.831	23.866	0.384633	0.000124467	6.92813e-06	-562.705	
12300000	945	-235926	42560.8	-278487	7.30711	2016.11	124.728	26.6493	0.364735	0.000134676	7.78603e-06	-562.844	
12400000	944	-235916	42560	-278476	6.78753	2016.63	125.235	20.7427	0.316349	0.000127817	7.78149e-06	-563.92	
12500000	943	-235896	42558.6	-278455	7.15765	2016.26	124.308	23.968	0.297364	0.000127959	7.60628e-06	-565.115	
12600000	943	-235931	42554.8	-278485	7.04059	2016.37	128.508	27.1456	0.385888	0.000123086	7.1776e-06	-568.79	
12700000	943	-235893	42559	-278452	6.92004	2016.49	123.773	22.9058	0.337066	0.000126405	6.7973e-06	-564.833	
12800000	943	-235837	42570.5	-278408	6.85371	2016.56	118.22	21.3576	0.333104	0.00013221	8.35409e-06	-553.378	
12900000	944	-235805	42580.6	-278386	6.87562	2016.54	113.796	20.2209	0.329311	0.000148588	8.68735e-06	-543.312	
13000000	943	-235859	42563.1	-278422	6.93069	2016.48	119.905	25.2266	0.412822	0.000130212	8.74414e-06	-560.618	
13100000	943	-235830	42575.3	-278405	7.15498	2016.26	117.658	20.6702	0.371895	0.000140318	9.35617e-06	-548.607	
13200000	943	-235916	42557.6	-278474	7.7529	2015.66	126.709	26.6214	0.374771	0.000134845	7.7545e-06	-566.011	
13300000	943	-235922	42554.5	-278477	7.56971	2015.84	127.255	26.1377	0.37091	0.000124432	7.50911e-06	-569.131	
13400000	943	-235931	42548.9	-278480	7.55247	2015.86	127.685	19.9636	0.271147	0.000131008	7.13365e-06	-575.034	
13500000	943	-235927	42555.4	-278482	7.78733	2015.63	127.814	26.3463	0.375785	0.000133971	7.83965e-06	-568.233	
13600000	943	-236022	42533.4	-278555	7.54051	2015.87	138.198	31.5003	0.391246	0.000113247	6.24651e-06	-590.107	
13700000	943	-235925	42556.3	-278481	7.51151	2015.9	127.873	31.1641	0.394522	0.000127467	7.10729e-06	-567.157	
13800000	943	-235928	42551.6	-278480	7.251	2016.16	127.443	28.9757	0.403015	0.000123619	6.36931e-06	-571.935	
13900000	943	-235904	42557.8	-278462	7.05198	2016.36	125.244	29.646	0.394689	0.000128651	8.2953e-06	-565.701	
14000000	943	-235856	42570.1	-278426	6.92808	2016.49	120.557	27.1346	0.395045	0.000132803	7.3365e-06	-553.52	
14100000	943	-235901	42557.1	-278459	6.93869	2016.48	124.639	28.4269	0.369194	0.000127769	6.58803e-06	-566.445	
14200000	943	-235884	42555.9	-278440	7.19576	2016.22	122.385	24.7053	0.367982	0.000129307	8.18284e-06	-567.824	
14300000	944	-235922	42555.9	-278478	7.01764	2016.4	125.493	28.5903	0.393803	0.000127987	6.93789e-06	-567.667	
14400000	943	-235899	42560.2	-278459	7.04368	2016.37	124.711	24.2107	0.335409	0.000124027	6.662e-06	-563.514	
14500000	943	-235966	42541.2	-278507	7.10053	2016.31	131.245	27.8789	0.398813	0.000117613	6.93026e-06	-582.449	
14600000	943	-235901	42557.3	-278458	7.24035	2016.17	124.694	31.3259	0.45739	0.000137076	7.63386e-06	-566.219	
14700000	943	-235865	42563.2	-278428	6.96399	2016.45	120.895	26.7221	0.366905	0.000134842	8.03228e-06	-560.431	
14800000	944	-235951	42550.4	-278501	7.06829	2016.35	128.621	28.0245	0.389225	0.000127597	6.67671e-06	-573.168	
14900000	944	-235975	42545.4	-278521	7.05502	2016.36	131.415	26.2091	0.359944	0.000121961	7.14233e-06	-578.244	
15000000	943	-235964	42542.8	-278507	7.25042	2016.16	131.239	36.0304	0.468688	0.000116391	6.928e-06	-580.547	
15100000	943	-235877	42564.6	-278442	7.13572	2016.28	122.381	27.9343	0.414772	0.000131225	9.01557e-06	-558.963	
15200000	943	-235872	42566.3	-278438	7.03712	2016.38	121.978	23.7837	0.358764	0.000131723	8.68041e-06	-557.468	
15300000	943	-235900	42555.7	-278456	7.23404	2016.18	124.468	21.014	0.306307	0.000135442	7.80629e-06	-568.136	
15400000	943	-235844	42572.5	-278416	7.33498	2016.08	119.26	21.3571	0.341115	0.000135169	7.14239e-06	-551.337	
15500000	943	-235956	42547	-278503	7.54372	2015.87	130.923	31.0043	0.39464	0.000120593	7.32957e-06	-576.541	
15600000	944	-235874	42563.4	-278438	6.80578	2016.61	120.33	25.0211	0.371362	0.000134452	7.67029e-06	-560.313	
15700000	944	-235861	42571.5	-278433	6.75654	2016.66	119.667	26.3448	0.452087	0.000137449	8.22032e-06	-552.157	
15800000	944	-235858	42572.3	-278431	6.8104	2016.6	119.229	24.179	0.394669	0.000128467	7.42074e-06	-551.454	
15900000	944	-235878	42561.3	-278439	6.96524	2016.45	120.363	24.2287	0.407622	0.000136141	7.05788e-06	-562.454	
16000000	944	-235900	42561.3	-278461	6.84704	2016.57	123.002	25.9443	0.407499	0.000131493	6.33327e-06	-562.371	
16100000	944	-235932	42552	-278484	6.88432	2016.53	125.727	27.6819	0.414259	0.000126525	7.92292e-06	-571.608	
16200000	944	-235967	42545.8	-278512	6.87934	2016.53	129.62	36.8228	0.431077	0.000112222	6.89237e-06	-577.485	
16300000	945	-235959	42553.1	-278512	7.18364	2016.23	127.514	30.3107	0.421676	0.000123201	7.67514e-06	-570.438	
16400000	943	-235961	42549.8	-278511	7.42831	2015.99	131.818	23.7964	0.336329	0.000124136	6.26599e-06	-573.999	
16500000	943	-236022	42531.5	-278553	7.74728	2015.67	138.111	37.9425	0.408144	0.000119603	6.53691e-06	-591.841	
16600000	943	-235886	42558.2	-278444	7.12918	2016.28	122.709	18.0362	0.269909	0.000132851	8.82788e-06	-565.834	
16700000	944	-235906	42559.4	-278465	6.72357	2016.69	123.694	27.0567	0.369465	0.000124434	7.21511e-06	-564.22	
16800000	943	-235941	42546.6	-278487	6.91977	2016.49	128.7	29.8788	0.399773	0.000125986	7.37247e-06	-576.941	
16900000	943	-235963	42542.7	-278506	6.98489	2016.43	131.156	29.1234	0.382728	0.00011812	6.86367e-06	-580.825	
17000000	944	-236005	42540.7	-278546	7.47118	2015.94	134.943	28.2843	0.367276	0.000118316	7.23341e-06	-582.864	
17100000	943	-235962	42543.8	-278506	7.32725	2016.09	131.027	30.0075	0.400341	0.000121226	6.08292e-06	-579.747	
17200000	943	-235943	42548.1	-278492	7.10109	2016.31	129.114	32.7361	0.438263	0.00012546	6.4423e-06	-575.36	
17300000	944	-235930	42552.2	-278483	7.10201	2016.31	126.099	26.9674	0.336181	0.000124856	7.63853e-06	-571.409	
17400000	943	-235950	42549.6	-278500	7.26072	2016.15	130.255	29.0517	0.385888	0.000117007	6.97282e-06	-573.975	
17500000	943	-235993	42539.5	-278532	7.29411	2016.12	134.858	27.9499	0.334585	0.000114047	6.91741e-06	-584.117	
17600000	943	-235989	42537.1	-278526	7.50625	2015.91	134.031	25.7357	0.357365	0.000117424	6.4176e-06	-586.569	
17700000	944	-236013	42537.9	-278551	7.59331	2015.82	135.615	31.0996	0.393279	0.000120978	6.878e-06	-585.545	
17800000	943	-235941	42546.6	-278488	7.09663	2016.32	128.749	27.47	0.390353	0.00012329	7.06899e-06	-577.045	
17900000	943	-235900	42559.8	-278460	6.85418	2016.56	125.072	26.8292	0.374927	0.000131527	7.42299e-06	-563.828	
18000000	943	-235835	42576.3	-278411	6.91335	2016.5	118.534	27.2684	0.420643	0.000127309	7.57876e-06	-547.29	
18100000	943	-235875	42560.3	-278435	6.94239	2016.47	121.559	22.5503	0.330965	0.000137989	6.70789e-06	-563.517	
18200000	943	-235894	42555.9	-278450	7.054	2016.36	123.441	23.1834	0.372847	0.00013933	8.10118e-06	-567.897	
18300000	943	-235816	42578	-278394	7.04877	2016.36	116.53	21.9068	0.347131	0.00013766	8.52695e-06	-545.867	
18400000	943	-235821	42576.5	-278397	6.62616	2016.79	116.808	23.0769	0.399199	0.00013334	7.27786e-06	-547.267	
18500000	943	-235885	42559	-278444	7.17681	2016.24	123.055	23.702	0.398546	0.000130253	7.82682e-06	-564.76	
18600000	943	-235800	42584.3	-278385	7.3999	2016.01	115.298	21.6065	0.406827	0.000133549	7.46452e-06	-539.558	
18700000	943	-235867	42566.9	-278434	6.97912	2016.43	121.602	22.7653	0.364555	0.000131902	6.90552e-06	-556.906	
18800000	943	-235925	42553.5	-278479	7.21999	2016.19	127.399	28.5459	0.401562	0.000121099	7.46689e-06	-570.034	
18900000	943	-235890	42556.6	-278447	6.95336	2016.46	123.249	25.9203	0.356688	0.000133995	8.36054e-06	-567.056	
19000000	943	-235908	42556.8	-278465	7.17128	2016.24	125.465	19.0539	0.284229	0.000127484	8.57385e-06	-567.161	
19100000	943	-235954	42544.1	-278498	7.45533	2015.96	130.191	25.1349	0.303652	0.000121984	7.16219e-06	-579.62	
19200000	943	-235937	42551.4	-278488	7.37898	2016.03	128.885	23.4254	0.327018	0.000125753	7.02082e-06	-572.384	
19300000	943	-235950	42544.1	-278494	6.85751	2016.56	129.567	23.8572	0.355194	0.000122176	8.0311e-06	-579.673	
19400000	943	-235886	42561.5	-278448	7.27667	2016.14	123.323	25.666	0.395115	0.000130723	8.26822e-06	-562.221	
19500000	943	-235882	42560	-278442	6.97123	2016.44	122.672	26.5168	0.376253	0.000132652	7.07649e-06	-563.698	
19600000	943	-235883	42559.4	-278442	6.76948	2016.64	122.643	25.193	0.344322	0.000132649	6.92286e-06	-564.345	
19700000	943	-235944	42550.9	-278495	7.30928	2016.1	129.653	28.5836	0.4025	0.000127564	6.44724e-06	-572.681	
19800000	943	-235941	42547.7	-278488	7.10407	2016.31	128.743	28.3474	0.337443	0.000121311	7.11037e-06	-575.935	
19900000	943	-235963	42544	-278507	7.21805	2016.2	131.363	29.0946	0.383087	0.000119968	6.80965e-06	-579.547	
20000000	945	-236006	42540.2	-278546	7.27407	2016.14	132.255	31.1235	0.36943	0.000119734	7.6371e-06	-583.292	
20100000	943	-235984	42542.7	-278527	7.21397	2016.2	133.846	29.9571	0.435045	0.000110444	7.2512e-06	-580.78	
20200000	943	-235954	42545.8	-278500	7.05186	2016.36	130.435	39.0226	0.44497	0.000121694	6.69692e-06	-577.436	
20300000	944	-236058	42525.1	-278583	7.69629	2015.72	140.174	39.3589	0.384575	0.000110734	6.19253e-06	-598.186	
20400000	944	-236015	42540.7	-278556	7.93083	2015.48	136.235	32.8061	0.418219	0.000119014	7.66613e-06	-582.738	
20500000	943	-236014	42536.8	-278551	7.70513	2015.71	137.641	32.5122	0.421297	0.000116335	6.80552e-06	-586.675	
20600000	943	-236013	42536	-278549	7.94251	2015.47	137.214	24.2137	0.344409	0.000114307	6.27518e-06	-587.753	
20700000	943	-235974	42543.7	-278518	7.87448	2015.54	132.53	29.8519	0.356033	0.000119641	5.84436e-06	-579.876	
20800000	943	-235995	42538	-278533	7.19584	2016.22	134.778	22.9553	0.305714	0.000129383	6.40626e-06	-585.755	
20900000	943	-236017	42531.9	-278549	7.48531	2015.93	137.342	28.4019	0.367063	0.000114377	6.89677e-06	-591.73	
21000000	943	-236052	42528	-278580	8.12521	2015.29	141.593	30.4028	0.334287	0.000117031	5.608e-06	-595.518	
21100000	943	-235961	42543.7	-278505	7.47661	2015.94	130.844	26.7894	0.338788	0.000123735	6.15759e-06	-579.975	
21200000	943	-235949	42549.2	-278498	7.39711	2016.02	129.896	26.5988	0.402784	0.000127374	8.49635e-06	-574.429	
21300000	943	-235892	42560.7	-278453	7.22931	2016.18	124.112	31.0351	0.447212	0.000130421	7.85261e-06	-562.785	
21400000	943	-235922	42555.5	-278477	6.88058	2016.53	127.096	34.1575	0.451259	0.000136316	6.76628e-06	-567.917	
21500000	943	-235891	42558	-278449	7.06217	2016.35	123.57	26.7121	0.39781	0.000128128	7.07944e-06	-565.692	
21600000	943	-235893	42560.1	-278453	7.00782	2016.41	124.12	23.556	0.369453	0.000126482	7.13068e-06	-563.668	
21700000	943	-235970	42544.2	-278514	7.67579	2015.74	132.25	24.7931	0.343706	0.000128827	7.31222e-06	-579.529	
21800000	943	-235966	42547.1	-278514	7.97316	2015.44	132.348	26.4262	0.368785	0.000124315	6.98018e-06	-576.538	
21900000	943	-235888	42561.7	-278450	7.0722	2016.34	123.399	24.4659	0.335616	0.00013106	6.44528e-06	-562.032	
