Step	tdbl
246	1.917
247	2.033
248	1.578
249	2.195
250	1.742
251	1.660
252	1.478
253	1.479
254	1.646
255	1.846
256	1.799
257	2.248
258	1.985
259	1.876
260	1.933
261	1.611
262	1.735
263	2.068
264	1.924
265	1.719
266	1.851
267	1.706
268	1.753
269	1.619
270	1.846
271	1.791
272	1.756
273	1.607
274	1.560
275	1.920
276	2.147
277	1.804
278	1.541
279	1.641
280	1.768
281	1.648
282	1.673
283	1.440
284	1.434
285	1.768
286	1.882
287	2.039
288	1.769
289	1.868
290	1.435
291	1.436
292	1.587
293	1.773
294	1.950
295	1.692
296	1.590
297	1.613
298	1.719
299	1.592
300	1.712
301	1.832
302	1.506
303	2.009
304	2.062
305	2.117
306	1.842
307	1.775
308	1.827
309	1.736
310	1.934
311	2.025
312	1.897
313	1.951
314	2.035
315	1.683
316	1.771
317	1.626
318	1.881
319	1.943
320	1.974
321	1.692
322	1.640
323	1.810
324	2.292
325	1.742
326	1.817
327	1.667
328	1.805
329	1.842
330	2.127
331	1.996
332	2.011
333	2.095
334	1.753
335	1.631
336	1.933
337	1.552
338	1.778
339	1.613
340	1.813
341	2.089
342	1.588
343	1.710
344	1.659
345	1.789
346	2.114
347	1.892
348	1.646
349	1.524
350	1.679
351	1.748
352	1.675
353	1.749
354	1.513
355	1.839
356	1.971
357	1.957
358	2.343
359	1.972
360	1.899
361	1.837
362	1.855
363	2.009
364	1.848
365	1.927
366	1.727
367	1.917
368	1.740
369	1.841
370	1.984
371	2.121
372	2.019
373	2.000
374	1.793
375	1.832
376	1.868
377	1.787
378	2.032
379	1.929
380	1.982
381	1.787
382	1.706
383	1.929
384	1.589
385	1.804
386	1.747
387	1.718
388	1.957
389	2.288
390	1.953
391	1.867
392	1.763
393	2.029
394	2.124
395	1.971
396	1.673
397	1.782
398	1.706
399	2.308
400	2.653
401	1.954
402	1.941
403	1.669
404	2.031
405	1.763
406	1.799
407	1.676
408	1.689
409	1.727
410	1.545
411	1.442
412	1.666
413	1.564
414	1.580
415	1.996
416	2.488
417	1.833
418	2.488
419	1.890
420	2.154
421	1.638
422	1.937
423	2.053
424	1.821
425	1.797
426	1.819
427	1.810
428	1.695
429	1.722
430	2.122
431	1.869
432	1.732
433	1.815
434	1.558
435	2.073
436	1.726
437	1.828
438	1.623
439	1.788
440	1.743
441	1.766
442	1.726
443	1.773
444	1.929
445	1.760
446	2.171
447	1.752
448	1.927
449	2.440
450	1.856
451	1.860
452	2.054
453	1.638
454	1.542
455	1.820
456	1.782
457	1.776
458	1.484
459	1.980
460	2.127
461	1.785
462	1.916
463	1.708
464	1.583
465	1.723
466	1.914
467	1.493
468	1.653
469	1.846
470	1.706
471	1.698
472	1.812
473	2.063
474	1.757
475	1.723
476	1.654
477	1.526
478	1.644
479	1.617
480	1.938
481	1.581
482	1.968
483	1.554
484	1.707
485	1.816
486	2.024
487	1.927
488	2.287
489	1.909
490	1.637
491	1.619
492	2.026
493	1.560
494	1.753
495	1.552
496	2.080
497	2.071
498	2.106
499	1.633
500	1.679
501	2.168
502	1.901
503	1.978
504	1.817
505	1.726
506	1.848
507	1.741
508	1.794
509	2.290
510	1.782
511	2.214
512	1.761
513	1.729
514	1.888
515	1.675
516	2.030
517	2.204
518	1.891
519	1.602
520	1.731
521	1.734
522	1.695
523	1.768
524	1.795
525	1.997
526	1.590
527	1.909
528	2.083
529	2.254
530	1.841
531	1.782
532	1.718
533	1.943
534	1.839
535	2.316
536	1.920
537	1.976
538	1.707
539	1.624
540	1.995
541	1.645
542	1.670
543	1.783
544	1.894
545	2.109
546	1.929
547	2.031
548	1.823
549	2.135
550	2.075
551	1.966
552	1.602
553	1.566
554	1.534
555	1.739
556	1.611
557	1.678
558	1.687
559	2.198
560	1.813
561	1.803
562	2.098
563	2.067
564	1.984
565	2.018
566	1.878
567	2.390
568	1.812
569	1.619
570	1.640
571	1.938
572	2.013
573	1.744
574	1.556
575	1.610
576	1.567
577	2.096
578	2.186
579	1.804
580	1.672
581	1.515
582	1.987
583	2.026
584	1.730
585	1.790
586	1.862
587	1.570
588	1.735
589	1.941
590	1.691
591	2.205
592	1.563
593	2.069
594	1.498
595	1.992
596	2.544
597	2.313
598	2.224
599	2.229
600	1.736
601	1.841
602	1.555
603	1.810
604	2.096
605	1.814
606	1.711
607	1.427
608	1.627
609	1.671
610	2.273
611	1.598
612	1.481
613	1.789
614	1.709
615	1.792
616	2.040
617	1.892
618	1.829
619	1.696
620	2.430
621	2.159
622	2.035
623	1.699
624	1.873
625	1.817
626	1.962
627	1.657
628	1.766
629	1.838
630	1.583
631	1.835
632	1.921
633	1.810
634	1.904
635	2.092
636	1.983
637	1.868
638	1.658
639	1.557
640	1.627
641	1.694
642	1.799
643	1.780
644	1.785
645	2.467
646	1.853
647	2.058
648	1.693
649	2.101
650	2.188
651	1.859
652	1.814
653	1.702
654	2.174
655	1.753
656	1.573
657	1.468
658	1.640
659	1.598
660	1.821
661	1.809
662	2.014
663	1.597
664	1.838
665	1.943
666	1.815
667	1.680
668	1.869
669	1.965
670	1.594
671	1.703
672	1.783
673	1.872
674	1.727
675	1.819
676	2.350
677	1.669
678	1.829
679	2.002
680	1.653
681	1.683
682	1.840
683	1.549
684	1.787
685	1.782
686	2.093
687	1.717
688	1.863
689	1.876
690	2.098
691	1.678
692	1.666
693	1.615
694	1.936
695	1.953
696	1.904
697	1.651
698	1.571
699	1.769
700	1.983
701	1.949
702	2.256
703	2.120
704	1.871
705	1.467
706	1.522
707	1.622
708	1.854
709	1.981
710	1.734
711	1.874
712	1.744
713	1.898
714	2.039
715	1.542
716	1.802
717	2.326
718	1.957
719	1.887
720	2.408
721	2.054
722	1.968
723	1.797
724	1.891
725	1.497
726	1.506
727	1.694
728	1.846
729	1.798
730	2.308
731	2.435
732	2.119
733	2.338
734	1.743
735	1.575
736	1.685
737	2.298
738	2.019
739	1.964
740	1.719
741	1.817
742	2.012
743	2.081
744	1.655
745	1.886
746	2.284
747	1.690
748	1.977
749	1.680
750	2.037
751	1.784
752	1.716
753	2.091
754	1.708
755	2.223
756	2.031
757	1.789
758	1.834
759	1.645
760	2.101
761	1.959
762	2.031
763	1.620
764	1.733
765	2.003
766	1.488
767	1.717
768	2.149
769	1.679
770	1.602
771	1.943
772	2.216
773	1.897
774	2.265
775	1.692
776	1.795
777	1.724
778	1.597
779	1.641
780	1.741
781	1.735
782	1.827
783	1.514
784	1.720
785	1.872
786	1.736
787	1.928
788	1.555
789	1.708
790	1.526
791	1.897
792	1.847
793	1.672
794	1.588
795	1.775
796	1.739
797	1.905
798	1.681
799	2.122
800	1.666
801	2.163
802	2.017
803	1.858
804	1.670
805	1.484
806	1.958
807	1.615
808	1.637
809	1.884
810	1.661
811	2.042
812	1.538
813	1.920
814	1.918
815	1.834
816	1.374
817	1.924
818	1.782
819	2.315
820	2.196
821	1.722
822	1.809
823	2.083
824	2.219
825	1.826
826	2.010
827	1.835
828	1.587
829	1.856
830	1.766
831	1.346
832	2.089
833	1.510
834	2.013
835	1.785
836	2.068
837	1.682
838	2.064
839	1.960
840	1.840
841	2.119
842	2.412
843	2.007
844	1.919
845	1.842
846	1.590
847	1.859
848	1.864
849	2.128
850	1.944
851	1.606
852	2.012
853	1.599
854	1.879
855	1.868
856	1.848
857	1.891
858	1.748
859	1.860
860	1.865
861	1.673
862	2.165
863	2.166
864	2.060
865	1.950
866	1.799
867	1.734
868	1.592
869	1.802
870	1.711
871	2.050
872	1.835
873	1.604
874	1.908
875	1.950
876	2.031
877	1.499
878	1.794
879	1.878
880	2.117
881	1.971
882	1.577
883	1.869
884	1.783
885	1.681
886	2.072
887	1.668
888	1.683
889	1.889
890	2.070
891	1.699
892	1.883
893	1.709
894	1.973
895	2.031
896	1.728
897	2.085
898	1.630
899	2.100
900	1.788
901	2.028
902	2.109
903	1.961
904	1.945
905	2.049
906	1.688
907	1.984
908	1.763
909	1.707
910	1.590
911	1.975
912	1.972
913	1.918
914	1.779
915	2.056
916	1.724
917	1.680
918	1.654
919	1.815
920	1.689
921	1.999
922	1.725
923	1.567
924	2.832
925	1.623
926	1.606
927	1.624
928	1.611
929	1.834
930	1.933
931	2.033
932	2.524
933	2.004
934	1.882
935	1.889
936	1.913
937	2.149
938	2.076
939	1.748
940	1.715
941	1.811
942	1.836
943	2.597
944	2.039
945	1.638
946	1.852
947	1.924
948	1.956
949	1.724
950	1.628
951	1.976
952	1.776
953	2.166
954	1.790
955	1.618
956	1.811
957	2.069
958	2.143
959	1.990
960	2.064
961	2.435
962	1.912
963	1.481
964	1.457
965	1.566
966	1.931
967	2.054
968	2.007
969	2.076
970	2.512
971	1.865
972	2.489
973	1.588
974	1.591
975	1.763
976	1.494
977	1.480
978	2.154
979	1.948
980	2.031
981	1.723
982	1.789
983	1.807
984	1.792
985	1.846
986	1.872
987	1.905
988	1.871
989	1.910
990	1.908
991	1.995
992	1.763
993	1.647
994	1.727
995	1.758
996	1.613
997	2.172
998	1.677
999	1.890
1000	1.813
1001	1.769
1002	1.696
1003	1.608
1004	1.809
1005	2.102
1006	1.631
1007	1.585
1008	1.956
1009	1.810
1010	1.675
1011	1.703
1012	1.732
1013	2.142
1014	1.887
1015	2.313
1016	2.160
1017	1.973
1018	1.667
1019	1.648
1020	1.809
1021	1.723
1022	1.882
1023	2.219
1024	2.208
1025	1.625
1026	2.019
1027	1.905
1028	2.275
1029	1.837
1030	1.690
1031	1.779
1032	1.836
1033	1.794
1034	1.649
1035	1.980
1036	1.925
1037	2.269
1038	2.077
1039	1.756
1040	2.282
1041	2.158
1042	2.033
1043	2.284
1044	1.781
1045	1.628
1046	1.635
1047	1.923
1048	1.613
1049	1.376
1050	1.673
1051	1.594
1052	1.732
1053	1.996
1054	1.648
1055	1.580
1056	2.140
1057	1.954
1058	1.981
1059	1.735
1060	2.021
1061	1.878
1062	1.891
1063	1.876
1064	1.847
1065	2.252
1066	1.797
1067	1.708
1068	1.712
1069	2.001
1070	2.208
1071	2.082
1072	1.639
1073	1.761
1074	2.116
1075	2.052
1076	1.699
1077	1.672
1078	2.195
1079	1.843
1080	1.749
1081	1.706
1082	1.798
1083	1.679
1084	1.904
1085	1.732
1086	1.556
1087	1.763
1088	1.771
1089	1.941
1090	2.102
1091	1.707
1092	2.004
1093	1.823
1094	1.972
1095	1.853
1096	1.786
1097	1.776
1098	2.238
1099	2.379
1100	2.032
1101	1.756
1102	1.844
1103	1.919
1104	1.791
1105	2.075
1106	1.794
1107	1.885
1108	1.746
1109	1.692
1110	1.827
1111	2.120
1112	1.886
1113	2.107
1114	1.726
1115	1.628
1116	1.928
1117	1.960
1118	1.719
1119	1.503
1120	1.840
1121	2.138
1122	2.081
1123	2.184
1124	1.906
1125	1.719
1126	1.557
1127	1.578
1128	1.601
1129	1.384
1130	1.891
1131	1.863
1132	1.869
1133	1.756
1134	1.922
1135	1.576
1136	1.862
1137	2.217
1138	1.761
1139	1.958
1140	2.154
1141	1.897
1142	3.055
1143	1.793
1144	1.873
1145	1.691
1146	2.073
1147	2.333
1148	1.822
1149	1.829
1150	1.887
1151	1.922
1152	1.921
1153	1.835
1154	2.137
1155	2.099
1156	2.186
1157	2.152
1158	1.759
1159	1.874
1160	1.655
1161	2.060
1162	2.328
1163	2.076
1164	1.638
1165	1.814
1166	1.671
1167	1.951
1168	1.969
1169	1.737
1170	1.928
1171	1.899
1172	2.186
1173	1.903
1174	1.490
1175	1.856
1176	1.870
1177	1.984
1178	1.809
1179	1.795
1180	1.982
1181	1.746
1182	1.598
1183	1.396
1184	1.590
1185	1.835
1186	1.811
1187	2.393
1188	1.807
1189	1.671
1190	1.845
1191	2.051
1192	1.769
1193	1.690
1194	1.720
1195	1.998
1196	2.243
1197	1.779
1198	1.697
1199	1.845
1200	1.929
1201	1.732
1202	1.952
1203	1.835
1204	1.903
1205	1.839
1206	1.867
1207	1.924
1208	1.954
1209	2.025
1210	1.709
1211	1.574
1212	1.935
1213	1.949
1214	2.302
1215	1.949
1216	1.754
1217	1.744
1218	1.752
1219	1.812
1220	1.737
1221	1.930
1222	2.176
1223	2.348
1224	1.665
1225	1.736
1226	1.686
1227	1.608
1228	1.743
1229	2.073
1230	1.484
1231	1.992
1232	2.039
1233	2.023
1234	2.498
1235	1.858
1236	2.315
1237	2.067
1238	1.886
1239	2.175
1240	1.666
1241	1.641
1242	2.035
1243	1.695
1244	1.990
1245	1.827
1246	2.532
1247	1.755
1248	1.706
1249	1.856
1250	1.965
1251	1.493
1252	1.606
1253	2.102
1254	1.550
1255	1.772
1256	1.865
1257	1.644
1258	1.712
1259	1.652
1260	1.617
1261	1.747
1262	1.948
1263	1.971
1264	1.964
1265	1.740
1266	1.887
1267	1.886
1268	1.649
1269	2.194
1270	1.913
1271	1.935
1272	1.553
1273	1.600
1274	1.628
1275	2.003
1276	2.086
1277	2.124
1278	1.997
1279	2.030
1280	1.881
1281	1.889
1282	1.561
1283	1.881
1284	1.857
1285	2.124
1286	1.827
1287	1.584
1288	1.865
1289	1.471
1290	1.533
1291	1.543
1292	1.801
1293	1.855
1294	1.818
1295	1.725
1296	1.605
1297	1.802
1298	1.617
1299	3.274
1300	1.803
1301	1.805
1302	1.858
1303	2.385
1304	2.120
1305	1.937
1306	2.135
1307	2.080
1308	1.980
1309	1.773
1310	1.714
1311	1.844
1312	1.651
1313	1.729
1314	2.126
1315	1.938
1316	2.028
1317	1.811
1318	1.783
1319	1.725
1320	2.389
1321	2.113
1322	2.114
1323	1.781
1324	2.266
1325	2.285
1326	1.678
1327	2.289
1328	2.236
1329	1.617
1330	1.678
1331	1.399
1332	1.798
1333	1.852
1334	1.991
1335	1.709
1336	1.763
1337	1.757
1338	1.638
1339	1.924
1340	1.612
1341	1.984
1342	1.696
1343	1.852
1344	1.758
1345	1.682
1346	1.558
1347	1.491
1348	1.747
1349	1.877
1350	1.873
1351	1.958
1352	2.181
1353	2.430
1354	1.824
1355	1.721
1356	1.865
1357	2.112
1358	1.734
1359	1.822
1360	2.099
1361	1.661
1362	1.903
1363	1.980
1364	1.785
1365	2.171
1366	2.282
1367	1.900
1368	1.737
1369	1.806
1370	1.704
1371	1.707
1372	1.320
1373	1.353
1374	1.542
1375	1.733
1376	1.829
1377	1.951
1378	2.205
1379	2.220
1380	2.102
1381	1.778
1382	2.271
1383	1.898
1384	1.856
1385	1.853
1386	1.523
1387	1.802
1388	1.713
1389	1.583
1390	1.662
1391	1.920
1392	2.050
1393	1.923
1394	1.488
1395	1.835
1396	1.753
1397	2.130
1398	1.660
1399	1.592
1400	1.788
1401	2.003
1402	1.910
1403	1.931
1404	2.112
1405	1.973
1406	1.796
1407	1.686
1408	1.446
1409	1.880
1410	1.814
1411	2.065
1412	1.667
1413	2.237
1414	1.958
1415	1.728
1416	1.856
1417	2.351
1418	2.098
1419	2.157
1420	1.859
1421	2.006
1422	2.131
1423	2.054
1424	1.687
1425	2.324
1426	1.675
1427	1.647
1428	1.806
1429	1.784
1430	1.799
1431	1.597
1432	1.726
1433	1.840
1434	1.699
1435	1.778
1436	1.513
1437	1.637
1438	1.565
1439	1.507
1440	2.189
1441	2.038
1442	1.814
1443	1.767
1444	1.858
1445	1.795
1446	2.345
1447	1.988
1448	1.967
1449	1.564
1450	2.271
1451	1.808
1452	1.840
1453	1.768
1454	1.822
1455	1.852
1456	1.751
1457	1.923
1458	1.567
1459	2.119
1460	1.754
1461	2.139
1462	1.717
1463	2.107
1464	2.129
1465	2.665
1466	1.665
1467	1.629
1468	1.980
1469	2.471
1470	1.947
1471	1.704
1472	2.061
1473	2.116
1474	2.361
1475	1.738
1476	1.639
1477	2.216
1478	1.622
1479	1.655
1480	1.908
1481	1.976
1482	2.069
1483	1.882
1484	1.893
1485	1.950
1486	1.700
1487	2.193
1488	2.326
1489	1.526
1490	1.757
1491	1.830
1492	1.703
1493	1.667
1494	1.901
1495	1.710
1496	1.485
1497	1.752
1498	1.734
1499	1.734
1500	1.941
1501	1.962
1502	1.675
1503	2.128
1504	1.952
1505	2.187
1506	1.838
1507	2.289
1508	1.862
1509	1.863
1510	1.652
1511	1.618
1512	1.694
1513	1.740
1514	1.642
1515	2.271
1516	1.997
1517	1.750
1518	1.849
1519	1.742
1520	2.048
1521	2.120
1522	1.954
1523	2.255
1524	1.762
1525	1.749
1526	2.101
1527	1.643
1528	1.636
1529	1.666
1530	2.224
1531	2.158
1532	1.793
1533	1.822
1534	1.919
1535	2.591
1536	2.004
1537	1.601
1538	1.505
1539	1.721
1540	1.476
1541	1.759
1542	2.305
1543	1.701
1544	1.699
1545	1.417
1546	1.619
1547	1.939
1548	1.735
1549	2.200
1550	1.804
1551	2.099
1552	1.954
1553	2.051
1554	1.797
1555	1.816
1556	1.967
1557	1.555
1558	1.941
1559	1.773
1560	1.550
1561	1.844
1562	2.363
1563	1.839
1564	2.210
1565	2.120
1566	2.631
1567	1.897
1568	1.676
1569	1.955
1570	2.029
1571	1.752
1572	2.103
1573	2.010
1574	1.962
1575	1.818
1576	1.630
1577	2.055
1578	2.224
1579	1.929
1580	1.811
1581	1.643
1582	2.193
1583	2.515
1584	1.551
1585	1.772
1586	1.767
1587	1.789
1588	1.738
1589	1.798
1590	2.037
1591	2.513
1592	2.056
1593	2.097
1594	1.797
1595	2.002
1596	2.262
1597	1.716
1598	1.836
1599	2.233
1600	1.675
1601	1.763
1602	1.794
1603	1.828
1604	2.110
1605	2.007
1606	1.961
1607	1.666
1608	1.985
1609	2.202
1610	1.910
1611	1.710
1612	1.920
1613	1.719
1614	1.829
1615	1.795
1616	1.946
1617	2.008
1618	1.431
1619	1.598
1620	1.593
1621	2.388
1622	2.252
1623	1.931
1624	2.066
1625	1.834
1626	1.820
1627	1.751
1628	1.891
1629	1.696
1630	1.652
1631	1.659
1632	1.533
1633	1.721
1634	1.809
1635	2.007
1636	1.826
1637	1.709
1638	1.829
1639	1.774
1640	1.922
1641	1.673
1642	1.954
1643	1.702
1644	1.682
1645	2.373
1646	2.150
1647	1.628
1648	1.612
1649	1.605
1650	1.634
1651	1.787
1652	1.433
1653	1.943
1654	1.999
1655	1.922
1656	1.756
1657	1.721
1658	1.535
1659	1.796
1660	1.962
1661	1.997
1662	1.754
1663	2.198
1664	1.582
1665	1.825
1666	1.693
1667	1.696
1668	1.758
1669	2.183
1670	2.473
1671	2.116
1672	1.989
1673	2.381
1674	2.306
1675	1.939
1676	2.249
1677	2.027
1678	2.041
1679	1.934
1680	1.664
1681	1.721
1682	1.573
1683	1.635
1684	1.520
1685	1.527
1686	2.212
1687	2.138
1688	1.694
1689	1.804
1690	1.695
1691	2.265
1692	1.644
1693	1.645
1694	1.997
1695	2.199
1696	1.972
1697	1.779
1698	1.833
1699	1.892
1700	1.951
1701	1.617
1702	1.571
1703	1.833
1704	1.671
1705	1.719
1706	1.577
1707	2.030
1708	1.835
1709	1.919
1710	1.799
1711	2.072
1712	1.734
1713	1.836
1714	1.695
1715	1.879
1716	1.755
1717	1.740
1718	2.119
1719	1.783
1720	1.790
1721	1.761
1722	1.940
1723	1.673
1724	1.935
1725	1.539
1726	1.565
1727	1.507
1728	1.683
1729	1.665
1730	1.949
1731	1.537
1732	1.936
1733	1.829
1734	1.727
1735	2.089
1736	1.883
1737	2.103
1738	2.032
1739	1.783
1740	1.936
1741	2.016
1742	2.026
1743	1.822
1744	1.859
1745	2.141
1746	2.188
1747	2.035
1748	1.667
1749	2.097
1750	2.171
1751	1.913
1752	1.586
1753	1.613
1754	1.443
1755	1.945
1756	1.767
1757	2.015
1758	1.692
1759	1.937
1760	1.864
1761	1.734
1762	1.625
1763	1.554
1764	1.696
1765	2.057
1766	1.953
1767	1.791
1768	1.549
1769	1.372
1770	1.614
1771	1.931
1772	1.555
1773	1.709
1774	1.648
1775	1.921
1776	1.637
1777	1.829
1778	1.559
1779	2.046
1780	1.818
1781	1.952
1782	1.596
1783	1.860
1784	2.029
1785	1.931
1786	1.588
1787	1.885
1788	1.778
1789	2.044
1790	1.544
1791	1.843
1792	1.471
1793	1.686
1794	1.984
1795	2.107
1796	1.855
1797	2.136
1798	1.936
1799	1.832
1800	1.599
1801	1.596
1802	1.911
1803	1.733
1804	1.702
1805	1.559
1806	1.825
1807	2.622
1808	2.449
1809	1.713
1810	2.105
1811	2.064
1812	2.662
1813	2.461
1814	1.890
1815	2.231
1816	1.747
1817	1.688
1818	2.004
1819	1.833
1820	1.954
1821	1.762
1822	1.899
1823	1.824
1824	1.746
1825	2.035
1826	1.947
1827	1.799
1828	1.738
1829	2.028
1830	1.981
1831	1.857
1832	1.701
1833	2.055
1834	1.741
1835	1.795
1836	1.984
1837	1.666
1838	1.803
1839	1.677
1840	1.896
1841	1.842
1842	1.612
1843	1.762
1844	1.819
1845	1.689
1846	1.921
1847	2.006
1848	1.902
1849	1.775
1850	2.074
1851	1.739
1852	1.984
1853	2.334
1854	1.840
1855	2.086
1856	1.581
1857	1.818
1858	2.324
1859	2.473
1860	1.983
1861	1.803
1862	1.432
1863	2.056
1864	1.849
1865	1.720
1866	1.664
1867	1.700
1868	1.716
1869	1.548
1870	1.468
1871	1.566
1872	1.535
1873	1.786
1874	1.612
1875	1.903
1876	2.075
1877	1.610
1878	1.743
1879	1.908
1880	1.466
1881	1.738
1882	1.873
1883	1.629
1884	1.483
1885	1.789
1886	1.757
1887	1.576
1888	1.748
1889	1.509
1890	1.859
1891	1.661
1892	1.730
1893	1.927
1894	1.787
1895	1.516
1896	1.486
1897	1.653
1898	1.747
1899	1.701
1900	1.522
1901	1.956
1902	1.624
1903	1.853
1904	1.603
1905	2.115
1906	1.605
1907	2.029
1908	1.904
1909	1.612
1910	1.693
1911	1.822
1912	1.873
1913	1.691
1914	1.778
1915	1.540
1916	1.648
1917	1.627
1918	1.922
1919	1.611
1920	1.980
1921	2.039
1922	1.683
1923	1.772
1924	1.657
1925	1.390
1926	2.116
1927	1.801
1928	1.903
1929	1.946
1930	2.398
1931	2.429
1932	1.725
1933	2.440
1934	1.740
1935	1.733
1936	1.402
1937	1.545
1938	1.858
1939	1.481
1940	1.817
1941	2.083
1942	1.960
1943	1.943
1944	1.526
1945	1.959
1946	1.793
1947	1.977
1948	1.755
1949	2.097
1950	1.737
1951	1.968
1952	2.736
1953	2.303
1954	1.644
1955	1.661
1956	1.902
1957	1.826
1958	1.729
1959	2.080
1960	1.872
1961	1.781
1962	1.506
1963	1.935
1964	1.970
1965	1.762
1966	1.814
1967	2.113
1968	1.561
1969	1.670
1970	1.879
1971	2.061
1972	2.042
1973	1.870
1974	1.804
1975	2.110
1976	1.751
1977	1.881
1978	1.814
1979	1.604
1980	1.718
1981	1.864
1982	2.079
1983	1.621
1984	1.989
1985	1.737
1986	1.834
1987	1.556
1988	1.516
1989	2.036
1990	2.193
1991	1.610
1992	2.156
1993	1.690
1994	1.577
1995	1.592
1996	1.715
1997	1.850
1998	2.145
1999	1.909
2000	1.968
2001	1.831
2002	1.999
2003	2.480
2004	1.617
2005	1.684
2006	1.964
2007	1.772
2008	2.015
2009	1.907
2010	1.414
2011	1.646
2012	1.721
2013	1.711
2014	1.802
2015	2.074
2016	1.958
2017	1.581
2018	1.731
2019	1.625
2020	1.816
2021	1.851
2022	2.069
2023	2.039
2024	2.002
2025	2.110
2026	1.947
2027	1.738
2028	1.654
2029	1.407
2030	1.718
2031	1.549
2032	1.957
2033	1.823
2034	1.979
2035	1.858
2036	1.719
2037	1.892
2038	1.876
2039	1.509
2040	2.275
2041	1.745
2042	2.087
2043	1.864
2044	2.296
2045	1.667
2046	1.573
2047	1.614
2048	1.807
2049	1.971
2050	1.872
2051	2.107
2052	1.945
2053	2.120
2054	1.998
2055	1.876
2056	1.821
2057	1.571
2058	1.736
2059	1.800
2060	1.878
2061	1.976
2062	2.296
2063	1.739
2064	1.819
2065	1.697
2066	2.021
2067	2.055
2068	2.076
2069	1.902
2070	1.577
2071	1.451
2072	1.592
2073	1.772
2074	2.092
2075	1.894
2076	1.788
2077	1.943
2078	1.891
2079	1.741
2080	2.509
2081	1.955
2082	2.072
2083	2.259
2084	1.698
2085	1.913
2086	1.761
2087	1.953
2088	1.740
2089	1.572
2090	2.095
2091	1.938
2092	1.710
2093	1.902
2094	1.990
2095	3.224
2096	1.996
2097	1.822
2098	1.772
2099	1.932
2100	1.624
2101	1.661
2102	1.641
2103	1.637
2104	1.712
2105	1.942
2106	1.899
2107	1.650
2108	1.524
2109	2.006
2110	2.099
2111	2.078
2112	1.883
2113	1.838
2114	2.353
2115	2.805
2116	1.936
2117	1.816
2118	1.639
2119	1.785
2120	1.825
2121	1.803
2122	2.126
2123	2.227
2124	1.954
2125	1.780
2126	2.143
2127	1.912
2128	1.713
2129	1.900
2130	1.572
2131	1.592
2132	1.871
2133	1.918
2134	1.760
2135	1.809
2136	1.622
2137	1.789
2138	1.549
2139	1.816
