state	numMuts	posterior_for_Delphy	prior	likelihood_really_logG	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	apobec3.clock.rate	non_apobec3.clock.rate	coalescent.all	
1040000	343	-225040	43830.8	-268870	6.80273	2015.86	46.6038	10.4902	0.205513	0.000146454	6.39467e-06	-96.1687	
1060000	343	-225010	43836.3	-268846	6.22122	2016.4	43.6308	10.8483	0.25049	0.000139873	6.3535e-06	-90.6543	
1080000	343	-225001	43837.4	-268839	6.0165	2016.57	42.5716	10.3686	0.278665	0.000138064	5.58166e-06	-89.5662	
1100000	343	-225048	43829.1	-268877	6.5461	2016.05	47.6036	28.9683	0.508738	0.000134645	5.43202e-06	-96.7686	
1120000	343	-225076	43825.2	-268901	6.55431	2016.06	50.6206	50.741	0.528642	0.00010749	4.17038e-06	-100.192	
1140000	343	-225073	43824.6	-268898	6.7217	2015.9	50.7104	62.2497	0.672674	0.000127937	5.47615e-06	-100.513	
1160000	343	-225057	43826.6	-268883	5.97651	2016.68	48.5206	60.4287	0.626611	0.000136246	6.03853e-06	-98.5917	
1180000	343	-225051	43827.6	-268879	6.4171	2016.2	48.0251	23.7061	0.402742	0.000130072	5.58914e-06	-98.5098	
1200000	343	-225072	43823.5	-268896	6.67236	2015.96	50.392	67.8777	0.650004	0.000128219	5.98276e-06	-101.534	
1220000	343	-225061	43825.5	-268887	6.31092	2016.34	49.0745	46.5508	0.552617	0.00012982	5.42478e-06	-99.9266	
1240000	343	-225076	43825.7	-268901	6.85158	2015.81	51.2082	23.9211	0.401659	0.00011736	5.01034e-06	-100.483	
1260000	343	-225074	43823.6	-268897	6.38458	2016.27	50.5617	16.8186	0.329015	0.000125067	4.77976e-06	-102.912	
1280000	343	-225044	43828.9	-268873	6.11706	2016.52	47.0064	44.017	0.621144	0.000138328	5.08089e-06	-96.6122	
1300000	343	-225045	43831.6	-268877	6.72924	2015.94	47.3841	18.6342	0.404341	0.00012241	4.47393e-06	-94.7821	
1320000	344	-225077	43823.3	-268900	6.56778	2016.02	49.0741	111.854	0.849907	0.000123996	5.68716e-06	-101.179	
1340000	343	-225059	43823.9	-268882	6.57741	2016.07	48.2869	152.708	0.778284	0.000115445	7.06632e-06	-100.342	
1360000	343	-225038	43830.5	-268869	6.70294	2015.95	46.4331	45.3242	0.571444	0.00013506	4.99407e-06	-95.0094	
1380000	343	-225036	43830.1	-268866	6.29777	2016.33	46.0022	88.1541	0.732175	0.000141836	7.91877e-06	-94.7223	
1400000	343	-225035	43830.4	-268865	6.11468	2016.53	46.1673	62.3719	0.712001	0.000134335	6.27877e-06	-94.7379	
1420000	343	-225041	43826	-268867	6.13302	2016.51	46.3774	127.164	0.791757	0.000136114	6.75723e-06	-98.4123	
1440000	343	-225043	43828.1	-268871	6.18666	2016.47	46.6977	151.889	0.872924	0.000144459	5.86816e-06	-96.144	
1460000	343	-225075	43822.4	-268898	6.65281	2015.95	50.4579	120.255	0.838432	0.000126271	4.39003e-06	-102.089	
1480000	343	-225084	43823	-268907	6.63991	2015.99	51.7126	55.462	0.561901	0.000113228	3.96127e-06	-102.235	
1500000	343	-225054	43829.2	-268883	6.58573	2016.01	48.3465	26.2356	0.410587	0.000112333	6.06997e-06	-96.8436	
1520000	343	-225060	43826.9	-268887	6.39307	2016.2	48.9937	41.4764	0.597649	0.000131722	5.1813e-06	-98.5889	
1540000	343	-225060	43823.9	-268884	6.32463	2016.29	48.7566	140.023	0.786052	0.000120673	6.49653e-06	-100.373	
1560000	343	-225035	43830.1	-268865	6.19308	2016.4	45.9544	100.646	0.816162	0.000129099	5.12985e-06	-94.5622	
1580000	343	-225055	43827.7	-268883	6.42502	2016.23	48.3694	85.0132	0.741345	0.00013504	7.37668e-06	-97.1554	
1600000	343	-225015	43834.6	-268850	6.23571	2016.41	44.0992	17.7239	0.424596	0.000132154	6.89406e-06	-91.8578	
1620000	343	-225023	43834.7	-268858	6.21947	2016.44	45.0263	18.1576	0.411024	0.000129761	7.4748e-06	-91.7495	
1640000	343	-225031	43832.1	-268863	6.37666	2016.22	45.8679	13.8414	0.364476	0.000138014	5.9686e-06	-94.5426	
1660000	343	-225019	43831.2	-268851	6.18795	2016.4	44.2223	33.9979	0.61911	0.000139899	6.84913e-06	-94.5553	
1680000	343	-225018	43833.6	-268851	5.89768	2016.76	44.2924	23.0579	0.490886	0.000139467	6.2528e-06	-92.5832	
1700000	343	-224997	43837.6	-268835	5.98431	2016.65	41.9278	40.1934	0.660152	0.000140252	5.17641e-06	-88.0163	
1720000	343	-224974	43842.6	-268817	6.20746	2016.42	40.0512	23.4264	0.561097	0.000152791	8.29004e-06	-83.5607	
1740000	343	-225008	43835.6	-268844	6.05079	2016.56	43.1767	34.6037	0.558603	0.000127044	6.5261e-06	-90.146	
1760000	343	-224985	43838.5	-268824	5.81974	2016.79	40.8462	15.4483	0.460901	0.000148407	6.54161e-06	-87.996	
1780000	343	-225012	43832.6	-268845	5.89355	2016.76	43.5136	14.5035	0.274503	0.00013751	6.66319e-06	-94.0562	
1800000	343	-225015	43831.8	-268847	5.90993	2016.68	43.744	26.0261	0.540835	0.000134191	6.00915e-06	-94.2471	
1820000	343	-225019	43833.4	-268853	5.92547	2016.67	44.4848	19.0571	0.374776	0.000132667	6.06405e-06	-92.909	
1840000	343	-225023	43833.3	-268857	6.29391	2016.35	44.9418	17.575	0.404402	0.000129858	7.12875e-06	-93.1608	
1860000	343	-225040	43830.2	-268870	6.39981	2016.25	46.8028	24.0642	0.423449	0.000131219	6.30714e-06	-95.8891	
1880000	343	-225056	43826.2	-268882	6.32503	2016.28	48.4013	17.6506	0.279442	0.000117958	6.19123e-06	-100.222	
1900000	343	-225076	43824.6	-268901	6.79437	2015.86	50.817	28.5454	0.459473	0.000133143	4.85479e-06	-101.359	
1920000	343	-225061	43826.6	-268888	6.35423	2016.27	49.1389	40.2007	0.550967	0.000114934	6.92923e-06	-99.0096	
1940000	343	-225068	43824.6	-268892	6.89842	2015.73	49.8405	100.462	0.723161	0.000121003	6.88141e-06	-100.059	
1960000	343	-225067	43826.9	-268894	6.98515	2015.6	50.0586	56.221	0.578007	0.000116183	6.25499e-06	-98.3448	
1980000	343	-225073	43825.3	-268898	7.00481	2015.59	50.4958	56.749	0.674204	0.000113188	4.59218e-06	-99.9459	
2000000	343	-225059	43828.1	-268888	6.77181	2015.85	49.1834	37.9641	0.519056	0.000120554	5.12392e-06	-97.5099	
2020000	343	-225090	43821.2	-268911	6.97949	2015.65	52.6938	133.532	0.76922	0.000120151	4.89539e-06	-103.204	
2040000	343	-225073	43823.1	-268896	6.50639	2016.1	50.5403	43.0896	0.485391	0.000121282	5.95452e-06	-102.444	
2060000	343	-225053	43825.8	-268879	6.09651	2016.54	47.8785	55.2621	0.616804	0.00013308	4.99816e-06	-99.4707	
2080000	343	-225050	43824.4	-268875	6.04141	2016.56	47.3437	82.7578	0.738014	0.000137511	6.41084e-06	-100.428	
2100000	343	-225048	43827.3	-268875	6.42731	2016.19	47.4042	52.5963	0.661245	0.000131914	6.94605e-06	-97.9564	
2120000	343	-225027	43832.1	-268859	5.9415	2016.66	44.9633	42.8421	0.622186	0.000119265	5.82116e-06	-93.3643	
2140000	343	-225019	43836.2	-268855	6.59084	2016.08	44.6172	26.9202	0.48502	0.000146138	7.40712e-06	-89.851	
2160000	343	-225021	43833.4	-268854	6.15183	2016.5	44.6872	25.4742	0.479523	0.000136422	6.71114e-06	-92.6829	
2180000	343	-225042	43828	-268870	6.30362	2016.3	46.5632	96.9105	0.775752	0.000141401	7.57755e-06	-96.6668	
2200000	344	-225079	43818.9	-268898	6.18861	2016.43	48.0942	227.023	0.95975	0.000125513	3.93543e-06	-104.888	
2220000	343	-225057	43824.3	-268881	6.46929	2016.18	48.3006	185.165	0.867477	0.000119552	5.56786e-06	-99.7324	
2240000	343	-225058	43824.2	-268883	6.33317	2016.31	48.2712	47.9104	0.631246	0.000132838	4.63958e-06	-101.255	
2260000	343	-225060	43823.3	-268883	6.36406	2016.26	48.3172	154.245	0.808196	0.000128547	4.59466e-06	-100.92	
2280000	343	-225088	43819.8	-268908	6.32928	2016.26	52.3753	77.3279	0.613328	0.000115987	5.69445e-06	-105.083	
2300000	343	-225061	43826.9	-268888	6.36417	2016.25	49.2223	29.0882	0.467238	0.000116885	5.11078e-06	-98.9711	
2320000	343	-225058	43827.4	-268886	6.41593	2016.17	48.9386	44.0375	0.602891	0.000123561	6.44623e-06	-98.078	
2340000	343	-225053	43827.4	-268880	6.44296	2016.18	48.0918	19.4284	0.394333	0.000129281	5.1589e-06	-98.8858	
2360000	343	-225051	43828.4	-268880	6.49453	2016.1	48.1443	19.9317	0.363262	0.00012899	6.36847e-06	-97.8468	
2380000	343	-225041	43828.7	-268870	6.07822	2016.53	46.7464	30.7232	0.438636	0.000136126	6.95987e-06	-97.1213	
2400000	343	-225037	43831.1	-268868	6.27389	2016.36	46.2403	14.8394	0.292468	0.000145773	5.51186e-06	-95.4719	
2420000	343	-225034	43830.3	-268865	6.06251	2016.57	45.6961	43.4052	0.556326	0.000122287	4.83004e-06	-95.1856	
2440000	343	-225062	43825.8	-268888	6.148	2016.49	48.9518	43.7729	0.533065	0.00011788	8.01484e-06	-99.6842	
2460000	343	-225047	43830.2	-268877	6.73845	2015.92	47.5975	10.6406	0.294287	0.000117381	5.6186e-06	-96.7236	
2480000	343	-225039	43828.5	-268867	6.21942	2016.44	46.352	31.4979	0.556373	0.000125704	7.23624e-06	-97.3913	
2500000	343	-225013	43834.5	-268848	5.98409	2016.64	43.5146	55.6083	0.67132	0.000122029	6.72166e-06	-90.7285	
2520000	343	-225037	43830.4	-268868	6.12847	2016.48	46.3773	77.4594	0.690858	0.000130831	5.14148e-06	-94.5443	
2540000	343	-225085	43822	-268907	6.50838	2016.16	52.2028	59.1444	0.559164	0.00011555	5.25212e-06	-103.266	
2560000	343	-225058	43826.5	-268885	6.8514	2015.79	48.8389	69.6451	0.711232	0.000122625	5.94482e-06	-98.5006	
2580000	343	-225058	43824.4	-268882	6.34832	2016.3	48.3863	118.317	0.765851	0.000118176	5.47214e-06	-100.126	
2600000	343	-225043	43826.4	-268870	6.37693	2016.25	46.7935	8.85131	0.280786	0.000131125	6.37931e-06	-100.69	
2620000	343	-225056	43828	-268884	6.41753	2016.22	48.403	12.6356	0.257976	0.000141001	6.14251e-06	-98.8128	
2640000	343	-225046	43828.9	-268875	6.50051	2016.13	47.2931	21.7169	0.432512	0.000120473	7.44766e-06	-97.3021	
2660000	343	-225032	43830.4	-268862	6.46802	2016.14	45.6834	36.4549	0.558232	0.000128308	6.39567e-06	-95.303	
2680000	343	-225024	43832.9	-268856	6.64452	2015.98	44.9464	32.2607	0.48844	0.000129388	6.26527e-06	-92.9431	
2700000	343	-225029	43830.9	-268859	5.93397	2016.65	45.3002	28.9514	0.468266	0.000125853	6.14022e-06	-95.0111	
2720000	343	-225044	43830.7	-268875	6.93203	2015.7	47.4358	21.0694	0.35421	0.000129668	5.70924e-06	-95.5847	
2740000	343	-225064	43827	-268891	6.86711	2015.78	49.5776	43.5593	0.524788	0.000132083	6.25828e-06	-98.5029	
2760000	343	-225051	43828.1	-268879	6.37906	2016.26	47.629	11.1461	0.294068	0.000112976	5.1532e-06	-98.8276	
2780000	343	-225049	43828.5	-268878	6.41235	2016.22	47.8553	24.8435	0.482003	0.000122362	5.55516e-06	-97.5552	
2800000	343	-225043	43828.4	-268871	6.36753	2016.26	46.7654	11.1533	0.237721	0.000142661	6.80195e-06	-98.4609	
2820000	343	-225041	43828.8	-268870	6.27377	2016.39	46.7914	10.946	0.285124	0.000125769	5.76462e-06	-98.1551	
2840000	343	-225046	43827.2	-268873	6.29033	2016.35	47.151	11.7654	0.322405	0.000133682	5.2226e-06	-99.5943	
2860000	343	-225065	43825.7	-268890	6.54685	2016.04	49.5484	30.4168	0.42378	0.000129986	5.55853e-06	-100.198	
2880000	343	-225055	43826.8	-268882	6.62754	2015.97	48.1958	81.3573	0.69405	0.000115717	5.26386e-06	-98.0808	
2900000	343	-225052	43826.5	-268878	6.42621	2016.23	47.8016	27.2957	0.488767	0.000131696	5.02586e-06	-99.4832	
2920000	343	-225047	43827.3	-268875	6.57062	2016.01	47.1585	35.1714	0.586683	0.000139997	7.35556e-06	-98.4291	
2940000	343	-225034	43829.1	-268863	5.98583	2016.6	45.8237	29.6183	0.512933	0.000141866	6.64103e-06	-96.7915	
2960000	343	-225034	43831.9	-268866	6.31849	2016.31	46.14	15.1552	0.327857	0.000138535	6.56305e-06	-94.6472	
2980000	343	-225036	43831.6	-268868	6.17409	2016.48	45.7305	16.168	0.310788	0.00013331	5.33565e-06	-94.9575	
3000000	343	-225051	43829.3	-268880	6.64383	2015.96	48.0783	12.6079	0.250874	0.000118739	5.57687e-06	-97.4385	
3020000	343	-225069	43823.1	-268892	6.44406	2016.16	49.1063	5.40456	0.0524283	0.000127754	5.39143e-06	-104.529	
3040000	344	-225081	43825.1	-268906	6.61872	2016.01	49.8312	14.9869	0.245133	0.000123245	6.55535e-06	-101.537	
3060000	343	-225037	43829.6	-268866	6.10084	2016.56	46.113	25.1454	0.387149	0.000128362	5.05749e-06	-96.5279	
3080000	343	-225030	43830.8	-268861	6.27899	2016.33	45.5148	9.17859	0.220335	0.000137607	5.77634e-06	-96.2999	
3100000	343	-225014	43835	-268849	6.14805	2016.49	44.0154	23.8874	0.485391	0.000139922	7.09923e-06	-91.1124	
3120000	343	-224974	43842.3	-268816	6.13568	2016.45	39.7634	23.4356	0.568908	0.00016997	8.19541e-06	-83.7658	
3140000	343	-224979	43841.4	-268821	6.01007	2016.57	40.2487	42.2809	0.734458	0.000171418	7.27096e-06	-84.058	
3160000	343	-224992	43838.9	-268830	5.80296	2016.8	41.5409	12.443	0.388794	0.000146444	5.5398e-06	-87.8617	
3180000	343	-225022	43833.3	-268856	6.11499	2016.48	44.6208	67.7886	0.690467	0.000121069	7.00166e-06	-91.7559	
3200000	343	-225030	43830.9	-268861	6.16084	2016.5	45.3439	75.471	0.652635	0.000147875	5.71905e-06	-94.1052	
3220000	343	-225006	43836.2	-268842	6.05286	2016.54	43.0365	29.6161	0.53236	0.00014934	7.90538e-06	-89.7021	
3240000	343	-225000	43837.6	-268838	5.98614	2016.61	42.496	52.8009	0.677464	0.000155003	7.47192e-06	-87.6943	
3260000	343	-225022	43833.3	-268855	6.45536	2016.19	44.033	73.8008	0.773056	0.000150488	6.39518e-06	-91.6499	
3280000	343	-225001	43836.5	-268838	6.08071	2016.58	42.5298	46.8971	0.652208	0.000149662	7.12279e-06	-88.9688	
3300000	343	-225003	43835.2	-268839	6.01156	2016.61	42.4978	61.2502	0.685062	0.000128632	7.26489e-06	-89.9086	
3320000	343	-225025	43831.2	-268856	5.94968	2016.69	44.903	50.8939	0.681145	0.000132526	5.72468e-06	-94.1158	
3340000	343	-225035	43828.5	-268863	6.27781	2016.35	45.8909	44.7315	0.526705	0.000136995	6.86129e-06	-96.9809	
3360000	343	-225079	43823.1	-268902	6.52962	2016.09	51.1127	54.5035	0.585164	0.0001236	4.42045e-06	-102.222	
3380000	343	-225062	43826.4	-268888	6.655	2015.94	49.3134	28.761	0.483646	0.000125447	6.38128e-06	-99.5559	
3400000	343	-225096	43821.3	-268917	6.87335	2015.73	53.6296	34.8308	0.462967	0.000119223	5.10413e-06	-104.415	
3420000	343	-225071	43825.1	-268896	6.40051	2016.21	50.3299	45.1558	0.551797	0.000127553	6.37858e-06	-100.399	
3440000	343	-225033	43832	-268865	6.3347	2016.28	45.8721	26.9811	0.50772	0.000142144	5.36265e-06	-94.0184	
3460000	343	-225030	43830.1	-268860	6.24301	2016.39	45.4348	21.0597	0.5076	0.000133546	6.73448e-06	-96.1548	
3480000	343	-225026	43833.3	-268860	6.04288	2016.56	45.1861	19.9176	0.423981	0.000149372	5.93228e-06	-93.0091	
3500000	343	-225012	43834.9	-268847	5.9693	2016.69	43.4305	17.6998	0.434412	0.000147077	5.03822e-06	-91.5086	
3520000	343	-225019	43834	-268853	5.97064	2016.62	44.4576	25.5867	0.519758	0.000144169	5.84788e-06	-92.0651	
3540000	343	-225007	43835.2	-268842	6.09612	2016.5	43.0565	35.2555	0.548559	0.000137642	7.73935e-06	-90.4654	
3560000	343	-225029	43831.9	-268860	6.15148	2016.5	45.4864	31.7364	0.556754	0.000128845	6.1056e-06	-93.9476	
3580000	343	-225049	43826.3	-268875	6.24297	2016.42	47.4136	47.984	0.636622	0.000119621	6.00461e-06	-99.1605	
3600000	343	-225020	43833.9	-268854	6.09123	2016.54	44.6557	22.0467	0.421111	0.000136485	6.79749e-06	-92.2692	
3620000	343	-225041	43829	-268870	5.95544	2016.67	46.8444	19.7605	0.344159	0.000126362	6.59817e-06	-97.2913	
3640000	343	-225016	43832.6	-268848	5.82465	2016.76	43.7994	48.9869	0.65868	0.000132667	5.59956e-06	-92.718	
3660000	343	-225025	43832.1	-268857	6.23914	2016.42	45.0651	24.4496	0.524668	0.000129205	6.37877e-06	-94.0191	
3680000	343	-225032	43827.9	-268860	6.09394	2016.5	45.3834	141.911	0.822031	0.000133296	7.17947e-06	-96.3674	
3700000	343	-225037	43825.1	-268862	6.03328	2016.61	45.5107	288.466	0.988487	0.000147375	6.85177e-06	-98.4757	
3720000	343	-225016	43833.7	-268850	5.98015	2016.62	43.9983	35.6786	0.503975	0.000143478	5.58647e-06	-92.0341	
3740000	343	-224981	43841.3	-268822	5.74704	2016.9	40.6682	20.9055	0.468156	0.000152417	7.79219e-06	-84.974	
3760000	343	-224985	43839.9	-268825	5.88626	2016.72	40.9157	18.0902	0.529661	0.000139253	7.66392e-06	-86.5219	
3780000	343	-225004	43838.2	-268842	5.93223	2016.72	43.152	32.8485	0.577548	0.000145864	6.33426e-06	-87.6329	
3800000	344	-225036	43834.8	-268871	6.867	2015.77	45.0109	9.96618	0.279789	0.00013906	6.19811e-06	-92.1812	
3820000	343	-225023	43834.5	-268858	6.27566	2016.39	45.0767	12.5491	0.306836	0.00014257	7.30976e-06	-92.2903	
3840000	343	-225033	43831.1	-268864	6.22747	2016.37	45.9743	8.88281	0.228693	0.000137456	5.71558e-06	-96.0403	
3860000	343	-225014	43833.9	-268848	6.26635	2016.32	43.8007	17.7417	0.334867	0.000148471	7.16429e-06	-92.514	
3880000	343	-225029	43832.2	-268861	6.35679	2016.29	45.2664	34.6265	0.530496	0.000133242	4.61881e-06	-93.5921	
3900000	343	-225016	43834.9	-268851	6.16121	2016.47	44.0519	27.7398	0.503704	0.00014682	5.3244e-06	-91.0229	
3920000	343	-225034	43829.6	-268863	6.21675	2016.4	45.8062	30.1577	0.460211	0.00013817	7.18363e-06	-96.2306	
3940000	343	-225041	43829.5	-268870	6.51606	2016.08	46.277	58.3618	0.603646	0.000152214	5.05171e-06	-95.7217	
3960000	343	-225059	43826	-268885	6.58624	2016.02	48.55	23.1624	0.333165	0.000113967	4.92172e-06	-100.127	
3980000	343	-225043	43829.6	-268873	6.45949	2016.2	47.0397	23.6828	0.424397	0.000125657	5.09993e-06	-96.5016	
4000000	343	-225047	43827.4	-268874	6.52386	2016.09	47.3449	95.5599	0.773125	0.000124382	6.43759e-06	-97.3437	
4020000	343	-225024	43833	-268857	6.23028	2016.39	44.7101	28.9607	0.511349	0.000134259	4.59867e-06	-92.8911	
4040000	343	-225019	43833.6	-268852	6.16341	2016.44	43.8115	18.764	0.364364	0.000142579	6.35167e-06	-92.7635	
4060000	343	-225022	43835	-268857	6.31477	2016.32	44.242	11.1491	0.270547	0.000127553	7.46365e-06	-91.9284	
4080000	343	-225006	43835.1	-268842	6.32212	2016.32	43.0212	16.8583	0.34945	0.000146681	6.11416e-06	-91.3637	
4100000	343	-225001	43837	-268838	6.1506	2016.51	42.6106	21.3009	0.429447	0.000146227	6.30943e-06	-89.2307	
4120000	343	-225010	43834.1	-268845	6.21438	2016.42	43.2726	21.4915	0.466275	0.000130943	5.65761e-06	-92.1468	
4140000	343	-225011	43834.8	-268846	6.16722	2016.44	43.5784	58.6821	0.745797	0.000137922	7.86797e-06	-90.3549	
4160000	343	-225003	43837.9	-268841	5.92034	2016.72	42.5585	14.3091	0.373432	0.000165252	7.46106e-06	-88.766	
4180000	343	-225014	43836	-268850	6.21584	2016.44	43.9318	14.7131	0.418738	0.000141832	8.48373e-06	-90.6448	
4200000	343	-225009	43836.2	-268845	6.02171	2016.57	43.5366	17.2461	0.434932	0.000144986	6.12444e-06	-90.2138	
4220000	343	-225037	43829.1	-268866	6.41252	2016.25	46.1843	77.5076	0.674782	0.000135611	5.43424e-06	-95.8789	
4240000	344	-225051	43828.5	-268880	5.97167	2016.67	46.1215	57.041	0.630647	0.000124359	5.63808e-06	-96.7465	
4260000	344	-225053	43829	-268882	6.19345	2016.45	46.4168	44.2058	0.584896	0.000122699	5.57065e-06	-96.5374	
4280000	343	-225039	43831.4	-268871	6.28282	2016.38	46.3359	25.369	0.437782	0.000154636	6.41944e-06	-94.6446	
