state	numMuts	posterior_for_Delphy	prior	likelihood_really_logG	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	apobec3.clock.rate	non_apobec3.clock.rate	coalescent.all	
3100000	951	-236003	42557.9	-278561	7.52661	2015.89	124.587	23.8327	0.36803	0.000126684	7.37872e-06	-565.82	
3200000	951	-235941	42570.5	-278511	7.29075	2016.12	117.565	21.5308	0.362409	0.000131362	7.70999e-06	-553.319	
3300000	951	-235961	42564.3	-278525	7.17107	2016.24	120.107	23.5123	0.344086	0.000134211	7.51107e-06	-559.492	
3400000	951	-236043	42549.3	-278592	7.39636	2016.02	128.518	27.0346	0.345968	0.000124123	6.15558e-06	-574.307	
3500000	951	-236019	42557.8	-278577	7.47764	2015.94	126.732	23.4749	0.357896	0.000127955	7.40592e-06	-565.989	
3600000	951	-236031	42553.8	-278585	7.73698	2015.68	127.198	29.6122	0.390012	0.000130378	6.88855e-06	-569.708	
3700000	951	-235957	42570	-278527	7.57119	2015.84	120.099	30.7538	0.445301	0.000132002	8.23645e-06	-553.484	
3800000	951	-235981	42558.7	-278540	7.6254	2015.79	121.801	29.9067	0.412697	0.000142003	7.57931e-06	-564.87	
3900000	951	-235988	42561.9	-278550	7.55204	2015.86	123.187	26.443	0.388899	0.000137497	7.63648e-06	-561.74	
4000000	951	-235947	42574.6	-278522	7.70831	2015.71	119.46	30.5707	0.431369	0.000133423	6.84168e-06	-548.885	
4100000	951	-235951	42567.9	-278519	7.51464	2015.9	119.307	21.3762	0.354756	0.000140834	7.54529e-06	-556.005	
4200000	951	-235989	42565.6	-278555	7.87891	2015.53	123.861	19.9906	0.309295	0.000133983	7.66608e-06	-558.36	
4300000	951	-236040	42551	-278591	7.55377	2015.86	128.689	25.3599	0.424531	0.000127297	6.84754e-06	-572.738	
4400000	952	-236100	42544.2	-278644	8.09649	2015.32	134.039	25.988	0.399284	0.000125797	6.57721e-06	-579.503	
4500000	952	-236157	42532.8	-278690	7.95788	2015.46	140.568	37.0566	0.470926	0.000113094	6.13855e-06	-590.497	
4600000	951	-236100	42539	-278639	7.62641	2015.79	135.131	32.8784	0.425566	0.000129274	6.41083e-06	-584.454	
4700000	951	-236027	42551.9	-278579	6.95184	2016.46	126.878	37.0209	0.458934	0.000130109	6.21896e-06	-571.368	
4800000	951	-236076	42543.9	-278620	7.64933	2015.76	132.451	29.8882	0.393939	0.00012629	7.96579e-06	-579.622	
4900000	951	-235995	42557.8	-278553	7.38381	2016.03	123.567	32.6997	0.427008	0.000129041	7.39011e-06	-565.681	
5000000	951	-235949	42572.9	-278522	7.00724	2016.41	119.581	21.0087	0.379069	0.000133777	7.38913e-06	-550.987	
5100000	952	-235952	42571.9	-278524	7.18024	2016.23	117.611	26.486	0.435822	0.000148797	9.3255e-06	-551.786	
5200000	951	-235914	42580.8	-278495	6.81656	2016.6	116.224	28.9017	0.465809	0.000141161	7.35763e-06	-542.718	
5300000	951	-235935	42572.3	-278508	7.10392	2016.31	117.893	26.8471	0.400044	0.000140779	7.61746e-06	-551.37	
5400000	951	-235947	42571.7	-278519	7.3236	2016.09	119.19	25.6955	0.355614	0.000134154	7.1909e-06	-551.954	
5500000	951	-236000	42553.9	-278554	7.18108	2016.23	123.705	23.7271	0.408473	0.000136774	6.9726e-06	-569.888	
5600000	951	-235998	42558.9	-278557	7.08513	2016.33	123.32	29.6236	0.424398	0.000139512	8.29882e-06	-564.637	
5700000	951	-235985	42563.3	-278548	7.37605	2016.04	122.562	32.2631	0.456323	0.000145736	7.18724e-06	-560.143	
5800000	951	-236040	42546.3	-278586	7.08966	2016.32	127.992	29.0325	0.414182	0.000123583	6.79151e-06	-577.219	
5900000	951	-235957	42566.4	-278523	7.22843	2016.19	119.703	21.5757	0.358138	0.000136794	6.9872e-06	-557.445	
6000000	951	-235980	42563	-278542	7.26679	2016.15	122.212	24.7669	0.365494	0.000138863	7.66536e-06	-560.767	
6100000	951	-235986	42562.2	-278548	7.48969	2015.92	122.835	25.9982	0.369006	0.000131256	6.81764e-06	-561.442	
6200000	951	-235972	42565.7	-278538	7.35751	2016.06	120.653	30.3828	0.430943	0.00013736	9.42783e-06	-557.832	
6300000	951	-235965	42566.3	-278531	7.66908	2015.74	120.526	23.6786	0.369576	0.000142263	8.66734e-06	-557.481	
6400000	951	-235958	42566.4	-278525	7.78729	2015.63	119.996	25.668	0.349059	0.000137646	7.27287e-06	-557.28	
6500000	952	-235934	42576.4	-278510	7.17424	2016.24	116.404	21.4129	0.367404	0.000143015	8.5236e-06	-547.474	
6600000	951	-235874	42585.5	-278459	7.02959	2016.38	111.927	24.5203	0.454465	0.000140701	8.53602e-06	-538.216	
6700000	951	-235882	42590.5	-278473	7.12632	2016.29	113.572	22.3234	0.454061	0.000138654	8.46156e-06	-533.278	
6800000	951	-235886	42585.8	-278472	7.31467	2016.1	113.487	25.7299	0.461053	0.000145502	8.24203e-06	-537.863	
6900000	951	-235926	42574.7	-278501	6.92655	2016.49	116.941	23.7972	0.430319	0.000134058	7.59825e-06	-549.04	
7000000	951	-235920	42578.1	-278498	7.37825	2016.04	116.548	23.1754	0.377753	0.00013437	8.39132e-06	-545.656	
7100000	952	-235891	42591.6	-278483	7.68501	2015.73	112.99	21.1953	0.349538	0.000140645	7.2432e-06	-532.282	
7200000	952	-235911	42580.7	-278491	7.14427	2016.27	114.158	21.0122	0.329432	0.000146499	7.57859e-06	-543.22	
7300000	953	-235968	42573.6	-278541	7.41672	2016	118.545	22.6634	0.423256	0.000142352	7.59943e-06	-550.242	
7400000	952	-235951	42575.2	-278526	7.03385	2016.38	118.342	23.969	0.36545	0.000137411	7.60768e-06	-548.524	
7500000	952	-235924	42581.4	-278506	7.51823	2015.9	115.845	21.5221	0.317193	0.000145126	7.5414e-06	-542.439	
7600000	952	-235962	42571.1	-278533	7.47523	2015.94	119.069	21.0975	0.352208	0.000144175	8.32499e-06	-552.791	
7700000	952	-235984	42562.4	-278547	7.83404	2015.58	121.048	28.6852	0.345959	0.000136508	7.43587e-06	-561.169	
7800000	952	-235986	42564.4	-278550	8.12667	2015.29	121.391	27.5917	0.469142	0.000130695	7.28846e-06	-559.185	
7900000	952	-235997	42567.2	-278564	7.7063	2015.71	122.501	24.0683	0.372897	0.000137734	8.1153e-06	-556.555	
8000000	951	-235995	42561.1	-278556	7.23337	2016.18	123.895	24.1072	0.34959	0.000128315	6.97306e-06	-562.615	
8100000	951	-235931	42575.1	-278506	7.64589	2015.77	117.525	24.9238	0.380348	0.00014504	8.22015e-06	-548.565	
8200000	951	-236016	42552.6	-278569	7.72964	2015.68	125.715	32.0717	0.462119	0.000128934	7.63905e-06	-570.854	
8300000	952	-236020	42559.7	-278579	7.48782	2015.93	124.544	24.6573	0.341285	0.00013056	8.22683e-06	-564.051	
8400000	951	-236010	42554.7	-278565	7.09763	2016.32	125.126	26.022	0.378771	0.000128588	6.99384e-06	-568.943	
8500000	951	-235998	42561.6	-278559	7.88099	2015.53	124.251	28.4016	0.396324	0.000130553	6.41709e-06	-561.958	
8600000	951	-236026	42553.4	-278580	7.5104	2015.9	127.043	22.4773	0.315919	0.000128337	8.0216e-06	-570.398	
8700000	951	-236022	42552	-278574	7.59553	2015.82	126.401	25.8505	0.362965	0.000126721	7.26242e-06	-571.655	
8800000	951	-235999	42562	-278561	7.21946	2016.19	124.618	26.9371	0.403725	0.000127987	6.9941e-06	-561.682	
8900000	951	-236029	42555.5	-278584	7.20642	2016.21	127.698	32.2606	0.415775	0.000123455	7.48468e-06	-567.951	
9000000	951	-236034	42552.5	-278586	7.34709	2016.07	127.407	31.227	0.449683	0.000127019	6.64395e-06	-571.02	
9100000	951	-236005	42560.3	-278565	7.48246	2015.93	124.662	23.0292	0.330814	0.000128428	7.50383e-06	-563.453	
9200000	951	-235993	42565.9	-278559	7.99659	2015.42	124.333	22.1859	0.374468	0.000128984	7.64299e-06	-557.929	
9300000	952	-235991	42569.1	-278560	7.79073	2015.62	122.692	23.8305	0.391809	0.000129401	7.40849e-06	-554.69	
9400000	952	-236041	42550.9	-278591	7.45893	2015.95	126.761	27.9687	0.384527	0.000126976	6.64044e-06	-572.732	
9500000	951	-236007	42564.1	-278572	7.54779	2015.87	125.933	21.9123	0.353442	0.000123725	7.867e-06	-559.757	
9600000	951	-236061	42545.9	-278607	8.11586	2015.3	130.769	31.4153	0.408289	0.000129044	7.74306e-06	-577.553	
9700000	951	-235995	42562.9	-278558	7.56719	2015.85	124.316	26.4803	0.348585	0.000131372	7.19513e-06	-560.736	
9800000	951	-235989	42561.8	-278551	7.51672	2015.9	123.153	31.6619	0.430325	0.000124581	7.28251e-06	-561.637	
9900000	952	-236111	42543.2	-278654	7.68436	2015.73	134.715	29.8526	0.397974	0.000120466	7.38704e-06	-580.297	
10000000	951	-236048	42549.3	-278597	7.53836	2015.88	128.833	23.9673	0.327796	0.000129047	7.06305e-06	-574.423	
10100000	951	-236130	42525.9	-278656	7.48554	2015.93	137.743	33.5286	0.38409	0.000123084	6.91344e-06	-597.51	
10200000	951	-236033	42555.6	-278589	7.8799	2015.53	128.309	24.273	0.375876	0.000132216	7.30357e-06	-568.155	
10300000	951	-236041	42549	-278590	7.38381	2016.03	128.409	21.9115	0.312666	0.000132729	7.31944e-06	-574.795	
10400000	951	-236005	42555.9	-278560	7.27079	2016.14	124.635	27.8368	0.404836	0.000132048	7.38555e-06	-567.664	
10500000	951	-235974	42565.9	-278539	7.0078	2016.41	121.747	26.9863	0.402603	0.000133219	6.73875e-06	-557.753	
10600000	951	-236041	42547.9	-278588	7.66976	2015.74	128.196	23.7412	0.402946	0.000121145	6.98628e-06	-575.9	
10700000	951	-236047	42550.3	-278598	7.92645	2015.49	129.487	32.2402	0.426285	0.000123154	7.57554e-06	-573.177	
10800000	951	-235960	42571.3	-278531	7.54426	2015.87	120.687	22.5081	0.371983	0.000130247	7.18146e-06	-552.543	
10900000	951	-235929	42576.1	-278505	7.52603	2015.89	117.457	20.1578	0.316861	0.000142956	8.04133e-06	-547.856	
11000000	951	-235948	42567.2	-278515	7.12496	2016.29	118.64	27.3863	0.400369	0.000129869	8.17785e-06	-556.389	
11100000	951	-235986	42564.1	-278550	7.3473	2016.07	122.755	29.7321	0.394891	0.000131985	5.97121e-06	-559.415	
11200000	952	-236050	42548.8	-278599	7.66856	2015.75	127.836	30.2216	0.408642	0.000127021	7.55003e-06	-574.732	
11300000	952	-235984	42570.9	-278555	7.58101	2015.83	121.362	21.212	0.366386	0.000130915	7.9951e-06	-552.93	
11400000	951	-236012	42555	-278567	7.2234	2016.19	124.809	16.829	0.271497	0.0001329	7.42262e-06	-569.062	
11500000	951	-236065	42542.6	-278607	7.56582	2015.85	130.856	25.8463	0.305183	0.00012961	7.28807e-06	-581.104	
11600000	951	-236055	42548.1	-278603	7.55086	2015.86	130.198	24.1002	0.337862	0.000127973	6.52399e-06	-575.648	
11700000	952	-236052	42548.1	-278600	7.25044	2016.16	128.007	27.3447	0.359263	0.000130981	7.20196e-06	-575.548	
11800000	952	-236070	42546	-278616	7.36638	2016.05	129.582	29.6359	0.407597	0.000114743	6.59364e-06	-577.51	
11900000	951	-236040	42549.4	-278590	7.49771	2015.92	128.349	26.6524	0.41263	0.000123813	8.008e-06	-574.281	
12000000	951	-236009	42562.7	-278571	7.99522	2015.42	125.879	18.9806	0.339331	0.000131406	6.47286e-06	-561.25	
12100000	951	-236075	42544.5	-278620	7.81162	2015.6	132.494	24.5809	0.31553	0.000129756	7.3039e-06	-579.183	
12200000	951	-236080	42540	-278620	7.86847	2015.55	132.407	24.3964	0.376599	0.000116763	6.90141e-06	-583.751	
12300000	951	-236009	42562.1	-278571	7.4568	2015.96	125.553	29.7805	0.426284	0.000143087	7.93242e-06	-561.418	
12400000	951	-235999	42560.5	-278560	7.21135	2016.2	123.756	24.0009	0.344063	0.000133579	8.33883e-06	-563.248	
12500000	951	-235974	42564.2	-278538	7.1778	2016.24	121.578	22.1854	0.351987	0.000139154	6.77247e-06	-559.602	
12600000	951	-236019	42557.1	-278576	7.87988	2015.53	126.466	28.9822	0.405975	0.000136955	6.94278e-06	-566.412	
12700000	951	-236039	42547.9	-278587	7.61591	2015.8	128.05	28.9639	0.394214	0.000128389	6.52239e-06	-575.623	
12800000	951	-236063	42545.3	-278608	7.12856	2016.29	130.799	29.2311	0.413328	0.00011838	6.96775e-06	-578.287	
12900000	951	-236084	42539.8	-278624	7.28303	2016.13	132.816	33.6154	0.380982	0.000130935	6.0702e-06	-583.622	
13000000	951	-236056	42551.6	-278608	7.53286	2015.88	130.965	26.5169	0.409902	0.000122087	7.54421e-06	-572.055	
13100000	951	-236040	42549.2	-278589	7.73468	2015.68	128.364	22.6473	0.346967	0.000130919	6.97143e-06	-574.62	
13200000	951	-236005	42554.4	-278560	7.46671	2015.95	124.373	25.6586	0.398306	0.000127309	6.99394e-06	-569.318	
13300000	952	-236041	42554.4	-278595	7.8085	2015.61	127.36	30.4375	0.383319	0.000128323	7.21181e-06	-569.137	
13400000	951	-236045	42549.3	-278595	7.44444	2015.97	129.154	28.5547	0.428255	0.000130246	6.93171e-06	-574.238	
13500000	952	-236001	42557.9	-278559	6.99173	2016.42	122.465	27.3858	0.37396	0.000128875	7.07778e-06	-565.763	
13600000	951	-236020	42555.6	-278576	7.30905	2016.1	126.534	24.4377	0.338873	0.000134452	7.12852e-06	-568.095	
13700000	951	-236044	42554.1	-278598	7.59979	2015.81	128.86	29.1425	0.423437	0.000124172	6.75812e-06	-569.484	
13800000	951	-236102	42538.6	-278641	7.13497	2016.28	134.925	31.1579	0.413898	0.000120341	7.04664e-06	-584.846	
13900000	951	-236087	42540.8	-278627	8.32515	2015.09	133.496	31.3231	0.382654	0.000126431	7.84373e-06	-582.707	
14000000	951	-236020	42558.9	-278579	7.68262	2015.73	126.82	25.705	0.369013	0.000128508	8.21799e-06	-564.826	
14100000	951	-236035	42553.5	-278589	7.98443	2015.43	127.999	31.5844	0.415078	0.000127462	6.02891e-06	-569.948	
14200000	951	-236081	42540.9	-278622	7.47781	2015.94	132.692	34.4415	0.425224	0.000118872	6.34612e-06	-582.444	
14300000	951	-236035	42551.6	-278587	7.32299	2016.09	128.03	23.4308	0.360439	0.000126675	7.83173e-06	-572.15	
14400000	951	-236027	42557.1	-278584	7.687	2015.73	127.576	26.2796	0.387563	0.000128562	7.921e-06	-566.553	
14500000	951	-236003	42565.6	-278569	7.46507	2015.95	125.113	24.8478	0.363703	0.000130032	7.31593e-06	-558.134	
14600000	951	-236034	42553.7	-278588	7.82409	2015.59	128.14	27.454	0.350331	0.000122412	6.87453e-06	-569.964	
14700000	952	-236034	42556	-278590	7.72099	2015.69	126.346	24.8155	0.37659	0.000129914	8.63605e-06	-567.685	
14800000	951	-236063	42545.2	-278608	7.28545	2016.13	130.942	27.2173	0.349162	0.000127112	7.68732e-06	-578.399	
14900000	951	-235959	42569.8	-278528	7.39845	2016.02	120.413	27.6442	0.400289	0.000131212	7.61504e-06	-553.793	
15000000	951	-235972	42568.1	-278540	7.32276	2016.09	121.287	20.1968	0.34167	0.000134066	6.92129e-06	-555.854	
15100000	951	-235989	42563.7	-278553	7.23947	2016.17	123.567	26.0879	0.382592	0.000138986	7.74207e-06	-559.978	
15200000	951	-235975	42564.6	-278540	7.19613	2016.22	121.868	25.0921	0.366293	0.000135702	7.99484e-06	-559.102	
15300000	951	-235980	42560.2	-278540	6.95935	2016.45	121.81	21.0492	0.31373	0.000141736	8.00895e-06	-563.691	
15400000	951	-235951	42571.3	-278523	7.15787	2016.26	119.372	22.4462	0.37705	0.00014865	7.26069e-06	-552.552	
15500000	951	-235936	42573.2	-278509	6.76838	2016.65	118.011	26.2661	0.397966	0.00014251	7.57351e-06	-550.5	
15600000	951	-235966	42567.7	-278533	7.1453	2016.27	120.994	26.538	0.392263	0.000135612	6.93711e-06	-555.978	
15700000	951	-236031	42547.8	-278579	7.03055	2016.38	126.106	33.8528	0.472172	0.000140133	7.43024e-06	-575.562	
15800000	951	-236012	42557.7	-278570	7.24277	2016.17	125.153	23.406	0.391662	0.000131268	7.24967e-06	-566.097	
15900000	951	-236006	42562.1	-278568	7.84353	2015.57	125.532	27.6121	0.364727	0.000130903	7.61625e-06	-561.56	
16000000	951	-236064	42548.4	-278613	7.67629	2015.74	131.52	29.4373	0.417977	0.000129715	6.69654e-06	-575.185	
16100000	951	-236014	42559.3	-278573	7.33778	2016.08	126.175	21.5893	0.32774	0.000132654	7.26377e-06	-564.535	
16200000	951	-236002	42555.3	-278557	6.96655	2016.45	123.763	26.3983	0.364893	0.000139216	6.29716e-06	-568.344	
16300000	951	-236044	42541.4	-278586	7.2271	2016.19	128	21.4112	0.259678	0.000128221	7.25987e-06	-582.451	
16400000	951	-236096	42534.4	-278630	7.3503	2016.06	134.052	21.6498	0.279163	0.000125531	7.22886e-06	-589.483	
16500000	951	-236044	42546.5	-278590	7.31973	2016.09	128.453	18.1	0.267076	0.000125947	6.59882e-06	-577.548	
16600000	951	-236089	42537.2	-278626	7.30185	2016.11	133.475	32.8761	0.410189	0.00012134	6.42565e-06	-586.188	
16700000	951	-236016	42558.5	-278574	7.76943	2015.64	126.313	28.5998	0.394786	0.000131479	6.76696e-06	-565.1	
16800000	951	-236030	42557.8	-278588	8.00931	2015.4	128.056	29.0686	0.393069	0.000120198	7.30053e-06	-565.798	
16900000	951	-236032	42554.1	-278586	7.6308	2015.78	128.004	26.8218	0.353919	0.000128568	7.66514e-06	-569.567	
17000000	951	-236011	42556.7	-278567	7.26511	2016.15	125.471	25.998	0.416387	0.000128485	7.73673e-06	-566.947	
17100000	951	-235986	42560.1	-278546	7.26949	2016.14	122.679	28.2974	0.405903	0.000135657	7.35507e-06	-563.454	
17200000	952	-235999	42561.8	-278561	7.44113	2015.97	122.746	25.6516	0.36884	0.000129516	7.83148e-06	-561.86	
17300000	951	-235997	42562.4	-278559	7.81649	2015.6	124.423	23.9208	0.355112	0.000132507	6.92554e-06	-561.381	
17400000	951	-236002	42566	-278568	8.04301	2015.37	125.557	23.5976	0.374435	0.000127557	7.93339e-06	-557.719	
17500000	951	-236069	42542.5	-278611	7.70018	2015.71	131.399	22.9565	0.287053	0.000124017	6.92382e-06	-581.326	
17600000	951	-236108	42533.1	-278641	7.26724	2016.15	135.478	38.3265	0.432287	0.000123393	7.66164e-06	-590.192	
17700000	951	-236070	42544.3	-278614	7.14963	2016.26	131.133	31.5482	0.457113	0.000123563	7.44188e-06	-579.146	
17800000	951	-236082	42538.6	-278620	7.01144	2016.4	132.011	37.2998	0.429268	0.00011973	6.9971e-06	-584.69	
17900000	951	-236107	42535.9	-278643	7.36938	2016.04	135.835	27.7096	0.359342	0.0001172	7.02833e-06	-587.744	
18000000	951	-235993	42564.5	-278558	7.1439	2016.27	123.912	24.6884	0.385746	0.000124284	6.53409e-06	-559.212	
18100000	951	-235918	42580.2	-278498	7.032	2016.38	116.496	19.4255	0.332052	0.000131877	7.85975e-06	-543.758	
18200000	951	-236029	42548.8	-278577	6.96003	2016.45	126.739	25.8873	0.350069	0.000124672	6.72545e-06	-574.858	
18300000	951	-235997	42562	-278559	7.1581	2016.26	124.041	26.6408	0.397793	0.000122205	8.24117e-06	-561.665	
18400000	951	-236022	42555.8	-278577	6.97233	2016.44	126.668	27.646	0.401475	0.000136721	7.66827e-06	-567.798	
18500000	951	-235948	42571.2	-278520	7.0003	2016.41	119.156	21.0086	0.332537	0.000134727	6.78742e-06	-552.668	
18600000	951	-235927	42573.8	-278500	7.0617	2016.35	116.971	22.6749	0.407565	0.000141955	8.02479e-06	-550.034	
18700000	951	-235989	42560.6	-278550	7.59553	2015.82	123.028	26.5001	0.349877	0.000140353	7.90738e-06	-563.036	
18800000	952	-236058	42548.1	-278606	7.38129	2016.03	128.763	25.8302	0.383925	0.000131265	7.12516e-06	-575.57	
18900000	951	-236049	42552.8	-278602	7.64136	2015.77	129.273	36.2754	0.463136	0.000119812	7.93625e-06	-570.521	
19000000	951	-236049	42543.4	-278593	7.09476	2016.32	128.603	38.424	0.443198	0.000125039	6.01666e-06	-579.908	
19100000	951	-236004	42558.9	-278563	7.51533	2015.9	124.87	26.8274	0.408031	0.000132147	7.79691e-06	-564.749	
19200000	951	-235988	42563.8	-278552	7.4445	2015.97	123.451	21.8285	0.359683	0.000134199	8.07721e-06	-560.069	
19300000	951	-235964	42565.8	-278530	7.5108	2015.9	120.65	30.0962	0.4265	0.000131594	8.10196e-06	-557.76	
19400000	951	-236011	42554	-278565	7.57658	2015.84	125.053	29.0574	0.421884	0.00012437	7.62106e-06	-569.543	
19500000	951	-236009	42553.6	-278563	7.40859	2016.01	124.812	26.089	0.374728	0.000126452	7.6062e-06	-570.038	
19600000	951	-236025	42546	-278571	7.30855	2016.11	126.047	28.5297	0.373721	0.00013229	7.56487e-06	-577.581	
19700000	951	-235993	42559.1	-278552	7.56771	2015.85	123.427	22.3361	0.317657	0.0001365	7.39535e-06	-564.732	
19800000	951	-236033	42555	-278588	7.90978	2015.5	127.641	26.4286	0.361336	0.000130947	7.38364e-06	-568.652	
19900000	951	-236039	42551.3	-278590	7.46026	2015.95	127.776	22.3236	0.29713	0.000134611	7.40664e-06	-572.514	
20000000	951	-236032	42555	-278587	8.06283	2015.35	127.474	21.8923	0.301541	0.000133996	7.33383e-06	-568.831	
20100000	952	-236020	42556.2	-278577	7.45527	2015.96	124.766	25.4813	0.385617	0.000137958	7.46456e-06	-567.467	
20200000	952	-235996	42564.5	-278561	7.47712	2015.94	122.65	21.5496	0.346259	0.000127062	7.90766e-06	-559.384	
20300000	951	-235948	42575.9	-278524	7.44758	2015.97	119.682	22.961	0.385971	0.000144638	8.19107e-06	-547.918	
20400000	951	-236007	42555.8	-278563	7.49116	2015.92	124.739	32.1757	0.460934	0.000128613	6.61554e-06	-567.651	
20500000	951	-235962	42567.2	-278530	7.62485	2015.79	120.634	20.3136	0.312248	0.000136708	7.25107e-06	-556.72	
20600000	951	-235983	42564.2	-278547	8.00627	2015.41	122.83	17.4268	0.284805	0.000129215	7.39027e-06	-559.84	
20700000	951	-236003	42559.4	-278562	7.55109	2015.86	124.638	19.692	0.288323	0.000137434	6.63162e-06	-564.508	
20800000	951	-236090	42541.1	-278631	7.3637	2016.05	134.298	26.4804	0.381827	0.000121325	6.88775e-06	-582.585	
20900000	951	-236140	42530.7	-278670	7.5795	2015.83	139.784	40.1674	0.42554	0.000123107	6.75739e-06	-592.506	
21000000	951	-236130	42534.1	-278664	7.72588	2015.69	138.675	28.3255	0.357029	0.000125863	6.97546e-06	-589.535	
21100000	951	-236159	42526.4	-278685	7.5316	2015.88	141.941	31.3503	0.341423	0.000113384	6.02541e-06	-597.119	
21200000	945	-236029	42538.5	-278567	7.44044	2015.97	137.189	32.8916	0.399863	0.000122618	6.37126e-06	-584.917	
21300000	945	-236003	42545.7	-278548	8.16683	2015.25	134.561	41.842	0.493988	0.000118697	6.95508e-06	-577.455	
21400000	945	-235900	42563.2	-278463	7.25364	2016.16	122.952	23.2917	0.392859	0.000136753	7.54564e-06	-560.555	
21500000	945	-235979	42547.7	-278526	7.74325	2015.67	131.429	23.0948	0.338221	0.000120427	7.09784e-06	-576.079	
21600000	945	-235982	42545.9	-278528	7.41592	2016	131.719	20.4023	0.326998	0.000120254	7.0365e-06	-577.969	
21700000	946	-235991	42546.6	-278538	7.91705	2015.5	130.299	37.1071	0.433789	0.000128119	6.39639e-06	-576.73	
21800000	945	-235999	42545.3	-278544	7.56638	2015.85	133.969	30.4335	0.386624	0.00012034	7.24348e-06	-578.182	
21900000	945	-235938	42555.3	-278494	7.42292	2015.99	126.897	29.205	0.415693	0.000122432	7.35453e-06	-568.294	
