#Skyline assuming 50.0 gen/year and approximate confidence bounds (+/- 2.000000 standard deviations of the LH)
#date 	N_e 	lower 	upper
2019.676	1.948e+02	1.246e+02	3.044e+02
2020.354	2.480e+04	2.288e+04	2.687e+04
