state	numMuts	posterior_for_Delphy	prior	likelihood_really_logG	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	apobec3.clock.rate	non_apobec3.clock.rate	coalescent.all	
2340000	343	-225024	43831.5	-268856	6.16785	2016.45	44.8817	50.6033	0.624761	0.000130436	7.02949e-06	-93.8124	
2360000	343	-225024	43831.2	-268856	5.95858	2016.68	44.6825	26.1623	0.492792	0.000149131	5.87042e-06	-94.7972	
2380000	343	-225023	43831.3	-268854	6.03243	2016.6	44.5432	4.84268	0.0616863	0.000140739	5.49894e-06	-96.4783	
2400000	343	-225017	43835.5	-268852	6.29439	2016.29	43.7892	13.4608	0.288606	0.000165834	6.82136e-06	-91.2402	
2420000	343	-225018	43832.6	-268850	6.3101	2016.33	44.1413	59.0996	0.678742	0.000132791	6.58585e-06	-92.6517	
2440000	343	-225021	43834.6	-268855	6.33547	2016.32	44.6923	45.304	0.625297	0.00014638	5.74152e-06	-90.8849	
2460000	343	-225028	43833.7	-268861	6.2867	2016.34	45.6032	38.5257	0.578884	0.000130152	6.65e-06	-91.9789	
2480000	343	-225048	43830.1	-268878	6.84896	2015.79	47.8438	23.5253	0.384561	0.000121223	5.45133e-06	-96.011	
2500000	343	-225092	43821.7	-268913	6.84738	2015.74	53.0518	30.4284	0.415573	0.000108369	5.22637e-06	-104.165	
2520000	343	-225077	43825.1	-268902	6.85124	2015.75	50.9514	28.7459	0.447022	0.000104063	4.90582e-06	-100.823	
2540000	343	-225047	43828.6	-268876	6.45573	2016.18	47.6101	24.5255	0.406352	0.00012448	6.43324e-06	-97.4885	
2560000	343	-225041	43828.5	-268870	6.31672	2016.3	46.7674	26.0583	0.427012	0.000129078	6.59305e-06	-97.5417	
2580000	343	-225049	43826.8	-268876	6.12343	2016.49	47.6542	17.2714	0.289942	0.000128338	6.14666e-06	-99.665	
2600000	343	-225066	43825.5	-268891	6.55415	2016.11	49.6832	33.924	0.51239	0.000122187	4.91513e-06	-100.234	
2620000	343	-225055	43829.1	-268884	6.80178	2015.82	48.7091	24.2542	0.40825	0.000125676	6.20678e-06	-97.0503	
2640000	343	-225064	43827	-268891	6.8629	2015.78	49.5184	17.1396	0.405521	0.000131914	4.79962e-06	-99.5049	
2660000	343	-225064	43827.4	-268891	6.5358	2016.11	49.4598	36.322	0.52113	0.000112718	4.82301e-06	-98.3	
2680000	343	-225076	43822.8	-268898	6.41265	2016.24	50.1042	204.167	0.860454	0.000103577	4.48564e-06	-101.172	
2700000	343	-225070	43822.1	-268893	6.26894	2016.39	49.9359	95.0243	0.652336	0.00012021	5.09622e-06	-102.614	
2720000	343	-225067	43824.9	-268892	6.35509	2016.27	49.8035	37.4998	0.487804	0.000115105	6.36163e-06	-100.78	
2740000	343	-225083	43823.3	-268906	6.69791	2015.92	51.7953	38.342	0.492079	0.00010731	5.17892e-06	-102.359	
2760000	343	-225096	43821.2	-268918	7.10481	2015.48	53.7373	40.425	0.504086	0.000110344	5.35981e-06	-104.367	
2780000	343	-225071	43824.4	-268896	6.65786	2015.93	50.437	44.6937	0.557624	0.000123149	6.25946e-06	-101.074	
2800000	343	-225052	43828.4	-268880	6.58808	2016.03	48.1041	10.3719	0.172367	0.000119002	5.66878e-06	-98.5781	
2820000	343	-225068	43826.4	-268894	6.69405	2015.91	49.3673	53.691	0.586012	0.000125677	9.19295e-06	-98.9026	
2840000	343	-225039	43830.2	-268869	6.30163	2016.28	46.5927	23.1285	0.42109	0.000140228	6.72484e-06	-95.8984	
2860000	343	-225043	43830.4	-268874	6.29638	2016.35	47.2346	24.3568	0.43116	0.000126264	5.61023e-06	-95.6694	
2880000	343	-225037	43832.3	-268870	6.70777	2015.94	46.7473	26.2116	0.46557	0.000132	6.56422e-06	-93.7718	
2900000	343	-225024	43835.5	-268860	6.72032	2015.94	45.3783	17.477	0.404969	0.000135767	6.20291e-06	-90.983	
2920000	343	-225060	43827	-268887	6.68901	2015.98	49.1704	25.8754	0.375851	0.000123786	5.73549e-06	-99.1098	
2940000	343	-225068	43827.1	-268895	6.6301	2016	49.1073	76.9071	0.708901	0.000133966	4.28245e-06	-97.8754	
2960000	344	-225049	43832.1	-268881	6.74453	2015.9	46.2843	33.8069	0.517256	0.000137748	6.7044e-06	-93.7081	
2980000	343	-225058	43826.8	-268884	6.51224	2016.09	48.3677	66.6538	0.733953	0.000128585	4.19424e-06	-98.2587	
3000000	344	-225060	43828.5	-268889	6.60157	2016.04	47.0374	55.8761	0.587885	0.000148132	6.82145e-06	-96.7731	
3020000	344	-225043	43832.5	-268875	6.44979	2016.21	45.5203	22.6751	0.444843	0.000136722	7.35533e-06	-93.6851	
3040000	344	-225016	43837.6	-268854	6.02733	2016.58	42.7275	26.864	0.583064	0.000153967	6.75518e-06	-88.3559	
3060000	343	-224993	43837.7	-268830	5.97031	2016.63	41.5981	15.0566	0.338338	0.000144948	5.84544e-06	-88.8363	
3080000	345	-225080	43827.5	-268907	6.31687	2016.28	47.8983	18.7358	0.3263	0.000116463	5.88114e-06	-98.8823	
3100000	343	-225039	43830	-268869	6.1946	2016.44	46.5817	18.8185	0.435035	0.000140712	6.27522e-06	-96.3975	
3120000	343	-225039	43830.5	-268869	6.35345	2016.25	46.6802	13.3697	0.376865	0.000136244	5.94078e-06	-96.1899	
3140000	343	-225042	43830.8	-268873	6.4427	2016.15	47.025	18.1416	0.375975	0.000138895	7.02167e-06	-95.6047	
3160000	343	-225049	43830.4	-268879	6.80155	2015.85	47.8659	23.8831	0.404645	0.000131612	7.59959e-06	-95.7356	
3180000	343	-225059	43827.4	-268886	6.74636	2015.88	48.9311	12.3033	0.252052	0.000119731	5.14054e-06	-99.4429	
3200000	343	-225013	43834.7	-268848	6.91767	2015.73	43.7846	36.4927	0.556232	0.000138814	5.62358e-06	-91.0323	
3220000	343	-225021	43832.3	-268853	6.50472	2016.12	44.4709	6.93296	0.10748	0.000141312	5.4444e-06	-95.1179	
3240000	343	-225012	43834.7	-268847	6.48562	2016.13	43.7421	11.4091	0.342708	0.000140754	7.1439e-06	-92.1152	
3260000	343	-225006	43836.5	-268842	6.40021	2016.24	43.1319	33.5687	0.538342	0.000134722	6.68582e-06	-89.3085	
3280000	343	-225028	43832	-268860	6.54208	2016.11	45.4756	8.88938	0.261631	0.000133488	6.49312e-06	-95.1017	
3300000	343	-225007	43836.4	-268843	6.4528	2016.16	43.2576	35.6829	0.62126	0.000143756	7.23701e-06	-89.2832	
3320000	343	-225014	43833.5	-268847	6.05933	2016.55	43.6775	39.6131	0.543121	0.000144515	7.87433e-06	-92.0622	
3340000	343	-224992	43836.1	-268829	6.10964	2016.51	41.3205	75.3447	0.719203	0.000155847	8.29933e-06	-88.8241	
3360000	343	-225011	43835.4	-268846	6.3318	2016.29	43.0049	24.0518	0.543453	0.000148532	7.43988e-06	-90.7045	
3380000	343	-225074	43825.7	-268899	7.38831	2015.27	49.8667	49.5803	0.521348	0.000107233	5.11381e-06	-99.7231	
3400000	343	-225015	43835.7	-268850	6.46034	2016.18	44.1717	21.765	0.47467	0.00013353	6.0384e-06	-90.4699	
3420000	343	-225006	43836.2	-268842	6.37092	2016.22	43.0898	44.4941	0.607538	0.000132748	6.23197e-06	-89.3085	
3440000	343	-225044	43828.2	-268872	6.53912	2016.1	46.8486	47.6395	0.559366	0.000115089	6.40126e-06	-97.2377	
3460000	343	-225018	43834.6	-268853	6.59244	2016	44.4686	15.4155	0.395411	0.000136388	7.0638e-06	-91.9108	
3480000	343	-225004	43835.7	-268840	6.03005	2016.64	42.6402	21.2859	0.397911	0.000133789	8.53181e-06	-90.5296	
3500000	343	-225017	43832.5	-268850	6.14654	2016.52	44.0908	45.2819	0.578319	0.0001348	6.47539e-06	-92.9935	
3520000	343	-224992	43840.4	-268832	6.27195	2016.33	41.7789	17.4871	0.466145	0.00013495	7.4544e-06	-86.0188	
3540000	343	-225012	43835	-268847	5.8789	2016.72	43.5896	24.5305	0.52255	0.000139265	5.22515e-06	-91.027	
3560000	343	-225027	43831.8	-268859	5.88821	2016.75	44.8889	37.5938	0.526664	0.00014194	4.59388e-06	-93.8247	
3580000	343	-225070	43825.2	-268896	6.39504	2016.27	49.9569	42.4858	0.540919	0.000117976	8.10679e-06	-100.365	
3600000	343	-225065	43826.3	-268891	6.70937	2015.96	49.7062	8.39888	0.151755	0.00012027	6.50326e-06	-100.919	
3620000	343	-225034	43832.7	-268866	6.65843	2016.01	46.1788	9.77625	0.274279	0.000137306	7.45878e-06	-94.3833	
3640000	343	-225042	43830.7	-268873	6.85236	2015.74	47.1943	57.499	0.672791	0.000125769	6.52426e-06	-94.4866	
3660000	343	-225044	43825.8	-268870	6.30423	2016.34	46.748	36.0241	0.439703	0.000130722	5.49423e-06	-99.9636	
3680000	343	-225015	43834.8	-268849	6.12295	2016.52	43.9723	25.6763	0.469244	0.000141756	7.88401e-06	-91.2681	
3700000	343	-225034	43830.3	-268864	6.06314	2016.54	46.0364	40.4622	0.595373	0.000134085	6.38796e-06	-95.2775	
3720000	343	-225029	43832.4	-268861	6.48418	2016.13	45.628	24.3514	0.422703	0.000135305	6.24204e-06	-93.6741	
3740000	343	-225002	43836.7	-268839	5.95721	2016.66	42.6855	9.13619	0.297601	0.000135933	7.40013e-06	-90.4032	
3760000	343	-224994	43838.2	-268832	5.73942	2016.89	41.8464	10.7573	0.310006	0.000147804	7.66115e-06	-88.7781	
3780000	343	-225020	43832.4	-268853	5.81855	2016.77	44.4752	30.7686	0.523263	0.00014406	6.36579e-06	-93.44	
3800000	343	-225027	43832.5	-268860	6.02611	2016.6	45.3535	25.5483	0.451828	0.000133838	7.64177e-06	-93.5186	
3820000	343	-225014	43833.8	-268847	5.64164	2016.96	42.9329	49.4413	0.622495	0.000153797	4.05094e-06	-91.5877	
3840000	343	-225026	43830.8	-268856	6.06195	2016.61	44.9828	11.1748	0.292122	0.000134956	6.74635e-06	-96.0832	
3860000	343	-225034	43830.6	-268865	6.24163	2016.42	45.9985	30.5671	0.481204	0.000128033	5.42879e-06	-95.3293	
3880000	343	-225042	43829.4	-268872	6.20575	2016.38	47.075	24.1786	0.396748	0.000128161	6.33851e-06	-96.6602	
3900000	343	-225067	43824.8	-268892	6.16711	2016.47	49.5556	31.2029	0.448527	0.000109261	5.11013e-06	-101.102	
3920000	343	-225046	43827.1	-268873	6.44393	2016.22	47.1402	111.952	0.80776	0.000125022	6.81219e-06	-97.4433	
3940000	343	-225050	43827.4	-268877	6.35922	2016.26	47.7286	44.2011	0.540571	0.000127913	5.485e-06	-98.0739	
3960000	343	-225022	43832.8	-268855	6.05909	2016.56	44.7847	19.6861	0.39572	0.000132524	5.96515e-06	-93.4758	
3980000	343	-225027	43831.9	-268859	6.27918	2016.31	45.1713	50.4668	0.660599	0.000128278	7.53433e-06	-93.4673	
4000000	343	-225009	43835.3	-268844	6.29848	2016.34	43.411	40.9108	0.607965	0.000144833	6.78102e-06	-90.2757	
4020000	343	-225016	43833.6	-268850	6.2428	2016.42	44.1177	38.7628	0.612538	0.000138335	6.05453e-06	-92.0444	
4040000	343	-225011	43833.3	-268844	6.01954	2016.61	43.2258	47.9431	0.611948	0.000135327	5.54881e-06	-92.1025	
4060000	343	-224994	43839.4	-268833	6.33263	2016.25	41.8952	29.1532	0.538206	0.000151099	8.42858e-06	-86.5217	
4080000	343	-225025	43832.7	-268858	5.9999	2016.63	45.126	18.4633	0.394306	0.000129917	5.67846e-06	-93.647	
4100000	343	-225036	43831.2	-268867	6.13382	2016.48	46.3124	18.4485	0.370452	0.000140451	6.31125e-06	-95.1324	
4120000	343	-225017	43834.7	-268852	6.30763	2016.3	44.2857	20.2226	0.408061	0.000142106	5.58204e-06	-91.6325	
4140000	343	-225013	43835.1	-268848	6.3917	2016.27	43.8585	46.2067	0.590924	0.000135116	6.7775e-06	-90.3285	
4160000	343	-224998	43836.4	-268834	6.11382	2016.53	41.5496	73.6795	0.821441	0.000150234	6.56117e-06	-88.5567	
4180000	343	-225018	43833.3	-268852	6.12313	2016.52	44.0168	35.6069	0.541908	0.000132615	4.7745e-06	-92.4142	
4200000	343	-225008	43834.3	-268842	5.8866	2016.75	43.0646	27.2409	0.486867	0.000139917	5.73537e-06	-91.6693	
4220000	343	-225022	43832	-268854	6.04325	2016.58	44.3668	21.1563	0.36332	0.000142076	4.9835e-06	-94.2264	
4240000	343	-225034	43833.1	-268867	6.42817	2016.17	45.7088	20.7892	0.443633	0.000158913	5.57635e-06	-93.1474	
4260000	343	-225017	43833.9	-268851	6.26353	2016.35	44.2224	27.3228	0.451881	0.000139894	6.24716e-06	-92.0579	
4280000	343	-225020	43832.4	-268852	6.13006	2016.48	44.3369	38.2723	0.589868	0.000144609	5.68439e-06	-93.2191	
